pair	inflected_pair	alignments	Source Language	Target Language
('address', 'problem')	('address', 'problem')	[('address', 'Problem'), ('address', 'bewältigen')]	But once again , the EU assumes the attributes of a political state in order to address this problem and its pretensions are fully supported by a minister of Her Majesty 's Government .	Doch wieder einmal schmückt sich die EU mit den Attributen eines Staates , um dieses Problem zu bewältigen , und ihre anmaßenden Pläne werden von einem Minister der britischen Regierung vollauf unterstützt .
('make', 'remark')	('made', 'remarks')	[('remarks', 'Ausführungen'), ('were', 'NULL'), ('made', 'NULL')]	Indeed in the remarks that were made by my ministerial colleague the Foreign Secretary in this House this afternoon , he made clear that ` failure to sign off accounts for the eleventh successive year , which is very poor , affects the climate of debate in all our countries ' .	Mein Ministerkollege , der britische Außenminister , hat in seinen Ausführungen vor dem Hohen Haus heute Nachmittag deutlich gemacht , dass eine fehlende Zuverlässigkeitserklärung im elften Jahr in Folge ein Armutszeugnis darstellt und das Klima der Gespräche in all unseren Ländern beeinflusst .
('damage', 'confidence')	('damage', 'confidence')	[('confidence', 'vertrauen'), ('damage', 'erschüttert')]	I fear that if meat potentially contaminated with low pathogenic avian influenza were to reach the food chain , it would damage consumer confidence in poultry meat and products in general .	Ich fürchte , wenn möglicherweise mit gering pathogenen Geflügelpestviren infiziertes Fleisch in die Nahrungsmittelkette gelangen würde , wäre das Verbrauchervertrauen in Geflügelfleisch und - produkte im Allgemeinen erschüttert .
('address', 'problem')	('address', 'problems')	[('address', 'Bewältigung'), ('address', 'von'), ('problems', 'Problemen')]	There is no specific restriction on the pharmaceutical products covered , although there is acknowledgement that they are required to address public health problems , since that is in the context of the decision .	Er enthält zwar keine speziellen Beschränkungen hinsichtlich der Arzneimittel , doch ist im Beschluss festgelegt , dass sie zur Bewältigung von Problemen der öffentlichen Gesundheit benötigt werden müssen .
('address', 'problem')	('address', 'problem')	[('address', 'sich'), ('address', 'anzunehmen'), ('problem', 'dieser'), ('problem', 'Problematik')]	To address that problem , the Commission presented a new legislative proposal for batteries in 2003 that would extend the scope of existing Community legislation from batteries containing certain dangerous substances to all batteries placed on the Community market .	Um sich dieser Problematik anzunehmen , hat die Kommission 2003 einen neuen Legislativvorschlag für Batterien vorgelegt , mit dem der Anwendungsbereich der geltenden gemeinschaftlichen Rechtsvorschriften von Batterien , die bestimmte gefährliche Stoffe beinhalten , auf alle in der Gemeinschaft in Verkehr gebrachten Batterien ausgeweitet würde .
('make', 'remark')	('making', 'remark')	[('remark', 'damit'),  ('making', 'NULL')]	I believe that is absolutely right , but could you confirm to me and colleagues whether , in making that remark , you feel that you are just saying that on behalf of the Presidency , or are you speaking on behalf of the Council as a whole ?	Ich halte diese Einschätzung für völlig richtig , aber könnten Sie mir und meinen Kollegen erläutern , ob Sie damit die Position des Ratsvorsitzes wiedergeben oder ob Sie im Namen des gesamten Rates sprechen ?
('manage', 'job')	('manage', 'job')	[('manage', 'mit'), ('job', 'dem'), ('job', 'Job'), ('manage', 'klappt'),]	If I do not manage a job in Brussels airport , perhaps I will manage one in Frankfurt airport , to where I often have to travel , given the length of the questions I face here in this Chamber .	Wenn es mit dem Job auf dem Brüsseler Flughafen nicht klappt , kann ich mein Glück ja auf dem Flughafen in Frankfurt versuchen , wo ich häufig einen Zwischenstopp einlegen muss , wenn die Fragestunde hier in diesem Parlament wieder einmal sehr lange gedauert hat .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('address', 'sich'), ('address', 'damit'), ('address', 'befassen')]	I think we may have problems with this machinery directive , but the Commissioner must address that .	Ich denke , wir können Probleme mit dieser Maschinenrichtlinie haben , aber der Herr Kommissar muss sich damit befassen .
('address', 'problem')	('address', 'problems')	[('address', 'Probleme'), ('address', 'zur'), ('address', 'Sprache'), ('address', 'bringen')]	My concern is two-fold : first , the extent of redundancy in the text -- there may be circumstances in which repetition is used to good effect , but I do not consider that this is one of them ; secondly , the range of issues covered -- I believe that the European Parliament should be taking seriously all aspects of the lives of women in the fisheries sector and doing its best to address the problems that affect them .	Mich beunruhigt zweierlei : erstens , das Ausmaß der Redundanz in dem Text ; es mag hier und da sein , dass Wiederholungen einen Sinn haben , aber hier scheint mir das nicht der Fall zu sein . Zweitens , die Palette der behandelten Probleme ; ich meine , das Europäische Parlament sollte alle Aspekte des Lebens der Frauen im Fischereisektor ernst nehmen und sein Bestes tun , um die sie betreffenden Probleme zur Sprache zu bringen .
('pose', 'question')	('poses', 'question')	[('poses', 'stellt'), ('poses', 'sich'), ('question', 'Frage')]	Uncertainty over funding -- not least as we await a new EU budget -- poses the question of whether more funds can be made available , and if so , how they should be allocated .	Mit der Unsicherheit im Bereich der Finanzierung -- nicht zuletzt weil wir einen neuen EU-Haushalt erwarten -- stellt sich die Frage , ob weitere Mittel zur Verfügung gestellt werden können , und wenn ja , wie sie aufzuteilen sind .
('make', 'remark')	('make', 'remark')	[('did', 'NULL'), ('make', 'machte'), ('remark', 'Bemerkung')]	He had his full time , I did cut him off and I did make a remark concerning the case that he had raised , in a personal capacity .	Nachdem seine Redezeit abgelaufen war , entzog ich ihm das Wort und machte eine persönliche Bemerkung zu der Angelegenheit , die er zur Sprache gebracht hatte .
('pose', 'question')	('posed', 'questions')	[('questions', 'aufgeworfenen'), ('questions', 'Fragen')]	I will conclude by saying that what we heard from Mrs Gomes was most disturbing and serious and I hope the Commission will be able to give answers to the questions she posed .	Abschließend möchte ich noch bemerken , dass ich die Darlegungen von Frau Gomes als sehr bestürzend und gravierend empfand . Ich hoffe , dass die Kommission in der Lage sein wird , die von ihr aufgeworfenen Fragen zu beantworten .
('make', 'remark')	('making', 'remarks')	[('be', 'NULL'), ('making', 'eingehen'), ('remarks', 'auf')]	In conclusion -- and I am very much aware that I have not responded to many of the points made or taken up a number of the points -- NAMA is an important issue ; I shall address these other issues in remarks I shall be making in a week 's time -- let me just say that these multilateral trade talks are very important .	Abschließend möchte ich darauf hinweisen -- und mir ist natürlich bewusst , dass ich viele der angesprochenen Fragen nicht beantwortet oder angesprochen habe -- , dass der Marktzugang für Nichtagrarprodukte ein wichtiger Punkt ist ; auf alle weiteren Fragen werde ich in einer Woche eingehen -- ich möchte lediglich anmerken , dass diese multilateralen Handelsgespräche von grundlegender Bedeutung sind .
('address', 'problem')	('address', 'problems')	[('address', 'auf'), ('problems', 'probleme'), ('address', 'ausgerichtet')]	-- Mr President , the measures being proposed in the report being debated appear to want to address female unemployment and equality problems , but really result in cutbacks to and the abolition of any positive arrangements and rights achieved by women through the hard struggle of the working-class , grass-roots and women 's movement .	Herr Präsident ! Die Maßnahmen , die im zur Diskussion stehenden Bericht vorgeschlagen werden , sind anscheinend auf die Arbeitslosigkeit von Frauen und Gleichstellungsprobleme ausgerichtet , laufen jedoch im Grunde darauf hinaus , jegliche positiven Regelungen und Rechte zu beschränken und abzuschaffen , die von Frauen durch den harten Kampf der Arbeiter - , Volks - und Frauenbewegung erreicht worden sind .
('make', 'remark')	('make', 'remark')	[('make', 'machen'), ('remark', 'Anmerkung')]	I would like to make a factual remark concerning the statement that the Court of Auditors has rejected our accounts .	Lassen Sie mich noch eine Anmerkung zu der Aussage machen , der Rechnungshof hätte unsere Jahresabschlüsse zurückgewiesen .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'anzuregen'), ('debate', 'Debatten')]	What more can political parties and NGOs do to raise public awareness on European issues and stimulate public debate ?	Wie können die politischen Parteien und NRO zusätzlich dazu beitragen , die Öffentlichkeit für europäische Themen zu sensibilisieren und politische Debatten anzuregen ?
('address', 'problem')	('addressing', 'problem')	[('addressing', 'Fortschritte'), ('addressing', 'machen'), ('addressing', 'in'), ('problem', 'Angelegenheit')]	I wish to thank the Commissioner warmly for the efforts she has invested in taking us this far in addressing this crucial problem .	Ich möchte der Frau Kommissarin ganz herzlich für ihre Bemühungen danken , damit wir in dieser wichtigen Angelegenheit grundlegende Fortschritte machen können .
('make', 'remark')	('make', 'remarks')	[('make', 'machen'), ('remarks', 'Anmerkungen')]	I would like to use this opportunity to make some general remarks about communications in general .	Ich möchte die Gelegenheit nutzen , einige allgemeine Anmerkungen zur Kommunikation zu machen .
('address', 'problem')	('addressing', 'problem')	[('problem', 'Problem'), ('are', 'NULL'), ('addressing', 'angehen')]	We have an old saying in Scotland that you can not polish a turnip and no amount of presentation will disguise the fact that the EU has a structural problem which we are not addressing .	In Schottland gibt es ein altes Sprichwort : Man kann eine Rübe nicht zum Glänzen bringen , und wie immer wir es auch darstellen , wir werden nicht verbergen können , dass die EU ein strukturelles Problem hat , das wir nicht angehen .
('address', 'problem')	('address', 'problem')	[('problem', 'diesem'), ('problem', 'Problem'), ('address', 'gerecht'), ('address', 'wird')]	However , we have abstained on this report as it is a missed opportunity to address a serious problem .	Wir haben uns dennoch der Stimme enthalten , weil wir denken , dass der Bericht diesem ernsten Problem nicht gerecht wird .
('improve', 'economy')	('improve', 'economies')	[('improve', 'Wirtschaftsaufschwung'), ('economies', 'Wirtschaftsaufschwung')]	Instead , why do we not help to improve the economies of our European neighbours and of Third World countries by opening up free trade opportunities to them ?	Warum tragen wir nicht zum Wirtschaftsaufschwung bei unseren europäischen Nachbarn und in den Ländern der Dritten Welt bei , indem wir ihnen einen freien Handel mit uns ermöglichen ?
('address', 'problem')	('address', 'problems')	[('address', 'Lösung'), ('address', 'finden'), ('problem', 'NULL')]	If there is a good service there , then we surely need to tell more people about it ; and if resources are needed and the problems are at Member State level , we need to try and address that .	Über eine so gute Einrichtung müssen wir die Bevölkerung besser informieren ; und wenn auf der Ebene der Mitgliedstaaten Mittel benötigt werden , dann müssen wir versuchen , eine Lösung zu finden .
('address', 'problem')	('address', 'problems')	[('address', 'Behebung'), ('address', 'von'), ('problems', 'Problemen')]	I support the establishment of human rights subcommittees under EU third country agreements , to be responsible for reviewing compliance with the clause , monitoring its application and implementation , and proposing actions to address democracy and human rights problems .	Ich befürworte die Einführung von Unterausschüssen für Menschenrechte bei Abkommen der EU mit Drittländern , deren Aufgabe darin besteht , die Einhaltung der Klausel zu prüfen , ihre Anwendung und Umsetzung zu überwachen und Maßnahmen zur Behebung von Problemen im Bereich Demokratie und Menschenrechte vorzuschlagen .
('get', 'disease')	('get', 'diseases')	[('diseases', 'Krankheiten'), ('get', 'bekommen'), ('might', 'kann')]	There is a clear link between exercise and health , in terms of the diseases you might get if you do not move properly .	Es gibt einen eindeutigen Zusammenhang zwischen Bewegung und Gesundheit , sprich bestimmte Krankheiten , die man bekommen kann , wenn man sich nicht vernünftig bewegt .
('address', 'question')	('address', 'question')	[('address', 'anzugehen'), ('questions', 'Fragen')]	So we care very much about what you have said , but we also believe that the various types of sources should be combined to address both questions which I underlined , one being the question of aiming for the top , of having the best for Europe ; and the second , the question of how to deal with the others which may not be in the best position today .	Wir kümmern uns also sehr wohl um die Dinge , die Sie angesprochen haben , doch glauben wir auch , dass die verschiedenen Arten von Finanzierungsquellen kombiniert werden sollten , um die beiden von mir herausgestrichenen Fragen anzugehen , nämlich zum einen an die Spitze zu drängen und das Beste für Europa herauszuholen und zum anderen zu überlegen , wie wir mit denen umgehen , die heute vielleicht nicht die beste Ausgangsposition haben .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'Behandlung'), ('problems', 'der'), ('problems', 'Probleme')]	It is crucial that one reads carefully the cohesion guidelines prepared by the Commission , which try to give a clear message that the Member States , in addressing their problems in the regions , need to take into account the structural and cohesion funds which are important in this respect for catching up with the Lisbon goals .	Man sollte sich unbedingt die von der Kommission erarbeiteten Kohäsionsleitlinien gründlich durchlesen , denn sie enthalten die klare Botschaft , dass die Mitgliedstaaten bei der Behandlung der Probleme in den Regionen die Struktur - und Kohäsionsfonds berücksichtigen müssen , die in dieser Hinsicht wichtig sind , um die Ziele von Lissabon zu erreichen .
('invest', 'money')	('investing', 'money')	[('investing', 'den'), ('investing', 'Einsatz'), ('money', 'der'), ('money', 'Gelder')]	It is obvious that cooperation at EU level could show the best ways of using and investing the money .	Dabei liegt auf der Hand , dass die Zusammenarbeit auf EU-Ebene die besten Wege für die Verwendung und den Einsatz der Gelder aufzeigen könnte .
('invest', 'money')	('invested', 'money')	[('money', 'Investitionen'), ('is', 'NULL'), ('invested', 'Investitionen')]	In the European Union , approximately 55 % of private money is invested , compared to 45 % of public money .	In der Europäischen Union beläuft sich der Anteil der privaten Investitionen auf etwa 55 % , während auf die öffentliche Finanzierung 45 % entfallen .
('address', 'problem')	('address', 'problem')	[('address', 'uns'), ('address', 'befassen'), ('problem', 'damit'), ('problem', 'Problem')]	The problem exists independently of the problem of depleted stocks , and we need to address it if we want to regain sustainable fisheries in the long-term interests of the fishermen themselves .	Das Problem besteht unabhängig vom Problem der dezimierten Bestände , und wir müssen uns damit befassen , wenn wir im langfristigen Interesse der Fischer selbst wieder zu einer nachhaltigen Fischerei kommen wollen .
('make', 'remark')	('made', 'remarks')	[('remarks', 'Anmerkungen'), ('were', 'NULL'), ('made', 'NULL')]	I was very happy with some of Commissioner Verheugen 's remarks this morning , which were made more from the perspective of industrial policy .	Einige der Anmerkungen von Kommissar Verheugen heute Morgen , in denen er eher auf die industriepolitische Perspektive eingegangen ist , waren ausgesprochen erfreulich .
('address', 'problem')	('address', 'problem')	[('address', 'mit'), ('address', 'befassen'), ('problem', 'Problem')]	It became evident that we needed to address this problem , despite it not being entirely new .	Es wurde offensichtlich , dass wir uns mit diesem Problem würden befassen müssen , auch wenn es nicht ganz neu war .
('attract', 'worker')	('attracted', 'workers')	[('workers', 'Arbeitnehmer'), ('be', 'werden'), ('attracted', 'gewonnen')]	Thirdly , skilled workers from third countries should be attracted , but according to our working group , we should not consider immigration as a single solution to Europe 's future demographic and labour market problems .	Drittens sollten qualifizierte Arbeitnehmer aus Drittländern gewonnen werden , wobei wir nach Ansicht unserer Arbeitsgruppe die Einwanderung nicht als einzige Lösung für Europas zukünftige demografische und arbeitsmarktpolitische Probleme ansehen sollten .
('address', 'problem')	('addressing', 'problems')	[('problems', 'Schwachstellen'), ('addressing', 'angegangen'), ('addressing', 'werden')]	What seemed like an extremely logical system at the time to the majority of Parliament -- not to all of us -- has real problems that need addressing .	Was der Mehrheit des Parlaments -- nicht allen -- seinerzeit als ein äußerst logisches System erschien , weist echte Schwachstellen auf , die angegangen werden müssen .
('make', 'remark')	('made', 'remarks')	[('remarks', 'Anmerkungen'), ('have', 'NULL'), ('been', 'NULL'), ('made', 'NULL')]	Let me say that I am very happy with the statements of nearly everybody in this debate , especially the remarks that have been made about this portfolio .	Zunächst einmal möchte ich zum Ausdruck bringen , dass ich mit den Redebeiträgen von fast allen Abgeordneten in dieser Aussprache zufrieden bin , insbesondere was die Anmerkungen zu diesem Ressort betrifft .
('make', 'remark')	('made', 'remarks')	[('remarks', 'Äußerungen'), ('were', 'wurden'), ('made', 'gemacht')]	We may not agree completely at every moment , on every subject , every dossier ; I do not agree with a couple of remarks that were made this evening because the way they were put does not reflect the truth and is not realistic .	Wir mögen zwar nicht immer bei jedem Thema und jedem Dossier einer Meinung sein . So stimme ich auch nicht mit einigen Äußerungen überein , die heute Abend gemacht wurden , da sie nicht der Wahrheit entsprechen und nicht realistisch sind .
('address', 'problem')	('address', 'problems')	[('address', 'in'), ('address', 'Angriff'), ('address', 'nehmen'), ('problems', 'Probleme')]	The strategies were designed in order to address these problems but the situation is getting worse .	Die Strategien wurden erarbeitet , um diese Probleme in Angriff zu nehmen , aber die Lage verschlechtert sich zusehends . Dafür gibt es verschiedene Gründe .
('attract', 'worker')	('attract', 'workers')	[('attract', 'auf'), ('workers', 'Fachpersonal'), ('attract', 'zurückgreifen')]	The rich world can attract health workers from other countries ; the consequences for poor countries is that they train health workers who leave the country , effectively providing a perverse subsidy to health services in developed countries , by shouldering the burden of training costs .	Die reichen Länder können auf Fachpersonal aus anderen Ländern zurückgreifen ; die armen Länder befinden sich damit in der Situation , dass sie medizinische Fachkräfte ausbilden , die dann das Land verlassen , wodurch sie in Umkehrung der Verhältnisse das Gesundheitswesen in entwickelten Ländern subventionieren , indem sie die Ausbildungskosten tragen .
('address', 'problem')	('address', 'problem')	[('address', 'Handlungsbedarf'), ('problem', 'Handlungsbedarf')]	We must address this problem urgently .	Hier besteht dringender Handlungsbedarf .
('address', 'problem')	('address', 'problem')	[('address', 'anzugehen'), ('problem', 'Problem')]	As you know , we agreed on the need to address that problem through a whole range of measures .	Wie Sie wissen , haben wir uns über die Notwendigkeit verständigt , dieses Problem mit einer ganzen Reihe von Maßnahmen anzugehen .
('saturate', 'market')	('saturated', 'market')	[('market', 'markt'), ('is', 'ist'), ('saturated', 'gesättigt')]	The problem is that if you put a lot of extra chicken meat on to the world market -- which is already saturated -- and if you are not careful about using public funds to subsidise it , you may find that meat comes back to the European market .	Das Problem ist ja , wenn man viel zusätzliches Geflügelfleisch auf den Weltmarkt bringt -- der ohnehin gesättigt ist -- und wenn man mit dem Einsatz öffentlicher Mittel , um das zu subventionieren , nicht vorsichtig ist , dann stellt man unter Umständen fest , dass das Fleisch wieder auf den europäischen Markt zurückkommt .
('address', 'problem')	('address', 'problems')	[('address', 'in'), ('address', 'Angriff'), ('address', 'nehmen'), ('problems', 'Problem')]	I do not want to bind their hands , but I have clearly said that it is important that we try to address the problems upstream .	Ich will ihnen nicht die Hände binden , aber ich habe klar und deutlich erklärt , dass es wichtig ist , dass wir dieses Problem von unten nach oben in Angriff nehmen .
('address', 'problem')	('address', 'problem')	[('address', 'fertig'), ('address', 'werden'), ('address', 'mit'), ('problem', 'Problem')]	If we deregulate as much as possible in the developing countries , we will have a chance to address this problem .	Wenn wir in den Entwicklungsländern so viel wie möglich deregulieren , haben wir eine Chance , mit dem Problem fertig zu werden .
('address', 'problem')	('address', 'problems')	[('address', 'sich'), ('problems', 'Problemen'), ('address', 'widmen')]	We urge the Turkish Government to address in a comprehensive manner -- and not only from the security point of view -- the problems of this region and of its people , who are for the most part of Kurdish origin .	Wir fordern die türkische Regierung auf , sich den Problemen dieser Region und ihrer Bevölkerung , die in der Mehrheit kurdischer Herkunft sind , umfassend zu widmen -- und nicht nur vom Sicherheitsstandpunkt aus .
('end', 'agreement')	('end', 'agreement')	[('agreement', 'Vereinbarung'), ('end', 'kündigen')]	We therefore have to end the 1959 agreement between the International Atomic Energy Agency and the World Health Organisation as provide in Article 12 of that agreement .	Deshalb müssen wir die 1959 geschlossene Vereinbarung zwischen der Internationalen Atomenergiebehörde und der Weltgesundheitsorganisation kündigen , wie dies in Artikel 12 der Vereinbarung vorgesehen ist .
('address', 'question')	('address', 'question')	[('address', 'anzugehen'), ('question', 'Frage')]	The Quartet meeting on 9 May is an opportunity for the international community to address this question , as well as measures Israel could take to ease the humanitarian situation .	Das Treffen des Quartetts am 9 . Mai bietet der internationalen Gemeinschaft Gelegenheit , diese Frage anzugehen sowie Maßnahmen zu erörtern , die Israel zur Verbesserung der humanitären Lage ergreifen könnte .
('address', 'question')	('addressed', 'question')	[('question', 'Frage'), ('be', 'NULL'), ('addressed', 'einer'), ('addressed', 'Erörterung'), ('addressed', 'bedarf')]	The European Union 's innovation level and investments lag dramatically behind those of its trading partners and competitors ; the question of state aid should therefore be carefully addressed .	Das Innovationsniveau und Investitionen in Innovationen in der EU liegen weit hinter jenen ihrer Handelspartner und Wettbewerber zurück , weswegen die Frage staatlicher Beihilfen einer sorgfältigen Erörterung bedarf .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'anzuregen'), ('debate', 'Debatte')]	Listening is at the very heart of Plan D . The Commission has implemented a series of activities to stimulate the debate in all Member States and has given support to those countries which requested it .	Den Bürgern aufmerksam zuzuhören bildet das Kernstück von Plan D. Die Kommission hat eine Reihe von Maßnahmen ergriffen , um die Debatte in allen Mitgliedstaaten anzuregen , und sie hat die Länder unterstützt , die um Unterstützung gebeten haben .
('address', 'question')	('addressing', 'questions')	[('addressing', 'komme'), ('addressing', 'zu'), ('questions', 'Fragen')]	Before addressing the institutional questions , I would like to mention two more areas where further action is proposed .	Bevor ich zu den institutionellen Fragen komme , möchte ich zwei weitere Bereiche erwähnen , in denen weitere Maßnahmen vorgeschlagen werden .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'anregen'), ('debate', 'Debatte')]	We must stimulate the widest possible debate .	Wir müssen eine möglichst breite Debatte anregen .
('address', 'problem')	('addressing', 'problem')	[('are', 'NULL'), ('addressing', 'setzen'), ('addressing', 'uns'), ('addressing', 'mit'), ('problem', 'Problem'), ('addressing', 'auseinander')]	We are addressing this problem inside our institutions and in accordance with our laws and regulations .	Wir setzen uns mit diesem Problem im Rahmen unserer Institutionen und gemäß unseren Gesetzen und Vorschriften auseinander .
('make', 'remark')	('make', 'remarks')	[('make', 'machen'), ('remarks', 'Bemerkungen')]	I should like to make a few brief remarks before , with your permission , giving the floor to Mr Rehn , who will comment in more detail on the Commission 's findings in the monitoring report .	Ich möchte einige kurze Bemerkungen machen , bevor ich mit Ihrer Erlaubnis Herrn Rehn das Wort erteile , der die Ergebnisse des Monitoring-Berichts der Kommission etwas detaillierter erläutern wird .
('pose', 'question')	('poses', 'questions')	[('questions', 'Fragen'), ('poses', 'werden'), ('questions', 'gestellt')]	The public consultation poses a number of questions .	Dabei werden eine Reihe von Fragen gestellt .
('pose', 'question')	('pose', 'questions')	[('pose', 'aufwerfen'), ('questions', 'Fragen')]	While there is a debate on the ethics about how animals are being fed , it must be borne in mind that the alternatives sometimes pose even bigger ethical questions .	Bei aller Kontroverse über die ethischen Aspekte der Fütterung von Tieren ist zu bedenken , dass die Alternativen bisweilen noch größere ethische Fragen aufwerfen .
('address', 'problem')	('address', 'problem')	[('problem', 'Problem'), ('address', 'in'), ('address', 'Angriff'), ('address', 'nehmen')]	One reason we had so many problems in getting agreement on future financing was that the Commission missed an opportunity to address the root problem of the current financial framework , namely the lack of flexibility .	Die Einigung über die künftige Finanzierung war unter anderem auch deshalb so schwierig , weil die Kommission eine Gelegenheit nicht genutzt hat , um das eigentliche Problem der derzeitigen Finanziellen Vorausschau , nämlich ihre mangelnde Flexibilität , in Angriff zu nehmen .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('address', 'berücksichtigt'), ('address', 'worden'), ('address', 'sind')]	We would point out ; however , that the compromise deal struck between the parties fails to adequately address the problems that confront the European Union today .	Wir möchten jedoch darauf hinweisen , dass bei dem Kompromiss zwischen den Beteiligten die Probleme nicht ausreichend berücksichtigt worden sind , mit denen die Europäische Union derzeit konfrontiert ist .
('invest', 'money')	('investing', 'money')	[('money', 'Gelder'), ('investing', 'anzulegen')]	. -- I agree with the honourable Member in that ideally , of course , an internal market covering almost the whole of Europe should have tax rules in place ; but these also need to be effective , and neighbouring countries and , if possible , countries outside the continent need to apply the same rules , otherwise we hand the EU public the possibility of investing its money abroad , where such rules do not apply .	Ich stimme dem Herrn Abgeordneten insofern zu , dass es natürlich ideal ist , wenn in einem Binnenmarkt , der fast ganz Europa erfasst , steuerliche Regeln festgesetzt werden . Es ist aber notwendig , dass sie auch wirksam werden , dass auch in den angrenzenden Ländern oder möglichst über den Kontinent hinaus dieselben Regeln angewendet werden , sonst gibt man ja den EU-Bürgern die Möglichkeit , im Ausland , wo derartige Regeln nicht gelten , ihre Gelder anzulegen .
('reduce', 'price')	('reduce', 'prices')	[('prices', 'preise'), ('reduce', 'senken')]	This means that the Energy Community could bring much more stability -- at least to prices -- and could even reduce prices for consumers .	Insofern könnte die Energiegemeinschaft für viel mehr Stabilität sorgen -- zumindest bei den Preisen -- und die Verbraucherpreise sogar senken .
('read', 'book')	('read', 'book')	[('book', 'Buchs'), ('read', 'gelesen'), ('read', 'habe')]	-- Mr Verhofstadt , I believe that today you have written the next chapter of your book , which I , like many others , read with great attention and pleasure .	-- Herr Verhofstadt ! Ich glaube , Sie haben heute das nächste Kapitel Ihres Buchs „ Die Vereinigten Staaten von Europa `` geschrieben , das ich , wie viele andere , mit großer Aufmerksamkeit und großem Vergnügen gelesen habe .
('address', 'problem')	('address', 'problems')	[('address', 'sich'), ('address', 'mit'), ('problems', 'Problemen'), ('address', 'beschäftigen'), ('address', 'wird')]	We have now at least established a contact group to address both old and new problems , and have proposed to the US government to include an investment paragraph in the summit declaration regarding the importance of an open transatlantic investment climate .	Wir haben nun endlich eine Verbindungsgruppe eingerichtet , die sich sowohl mit alten als auch mit neuen Problemen beschäftigen wird . Außerdem haben wir der US-amerikanischen Regierung vorgeschlagen , in die Erklärung des Gipfeltreffens einen Absatz zum Thema Investitionen aufzunehmen , in dem auf die Bedeutung eines offenen transatlantischen Investitionsklimas hingewiesen wird .
('address', 'problem')	('address', 'problems')	[('problems', 'Probleme'), ('address', 'überwinden')]	These are not just legal problems , President-in-Office , but a profound political crisis which we must address .	Es geht hier nicht nur um rechtliche Probleme , Herr Ratspräsident , sondern um eine tiefe politische Krise , die wir überwinden müssen .
('address', 'question')	('address', 'question')	[('address', 'uns'), ('address', 'mit'), ('question', 'Frage'), ('address', 'befassen'),]	It is also right to address not just the question of the text , but also the context -- , the Hampton Court agenda , the issues that are close to people -- and then , in due course , in a new context , we can decide what to do about the text .	Richtig ist ebenfalls , dass wir uns nicht nur mit der Frage des Textes , sondern auch mit dem Kontext -- der Agenda von Hampton Court , den Dingen , die die Menschen unmittelbar betreffen -- befassen , und dann können wir zu gegebener Zeit und in einem neuen Kontext entscheiden , was wir im Hinblick auf den Text tun können .
('address', 'problem')	('address', 'problems')	[('address', 'anzupacken'), ('problems', 'Probleme')]	There is an urgent need to comprehensively address the multiple problems in the inshore fishing sector in the European Union .	Es ist dringend notwendig , die zahlreichen Probleme der Küstenfischerei in der Europäischen Union auf breiter Front anzupacken .
('read', 'book')	('read', 'book')	[('had', 'habe'), ('read', 'gelesen'), ('book', 'Buch')]	Mrs van den Burg asked if I had read Mr Seifert 's book .	Frau van den Burg hat mich gefragt , ob ich das Buch von Herrn Seifert gelesen habe .
('address', 'problem')	('addressing', 'problem')	[('addressing', 'anzusprechen'), ('problem', 'Problem')]	I feel that emission charging and emission trading licenses is an appropriate way of addressing the problem .	Ich halte die Emissionssteuern und den Emissionshandel für eine angemessene Form , um dieses Problem anzusprechen .
('stimulate', 'debate')	('stimulate', 'debate')	[('stimulate', 'in'), ('stimulate', 'Gang'), ('stimulate', 'kommt'), ('debate', 'Debatte')]	The Commission is convinced that Parliament will help to stimulate this debate as usual in institutional matters .	Die Kommission ist überzeugt davon , dass das Parlament dazu beitragen wird , dass diese Debatte in Gang kommt , und zwar wie üblich in institutionellen Fragen .
('address', 'problem')	('addressed', 'problems')	[('addressed', 'umfassen'), ('problems', 'Probleme')]	The undertakings given by Mauritania have , in the Commission 's opinion , addressed all the main problems that the country is facing .	Die von Mauretanien abgegebenen Verpflichtungen umfassen nach Meinung der Kommission alle wesentlichen Probleme des Landes .
('address', 'question')	('address', 'questions')	[('address', 'angehen'), ('questions', 'Fragen')]	I hope they can address the issue of hostages and detainees , as well as other pressing questions of violence , access and finances .	Ich hoffe , sie können das Problem der Geiseln und Inhaftierten und auch die anderen drängenden Fragen von Gewalt , Zugang und Finanzen angehen .
('make', 'remark')	('make', 'remarks')	[('make', 'NULL'), ('remarks', 'Bemerkungen')]	Let me make a few strategic remarks at the outset .	Zunächst einige strategische Bemerkungen .
('make', 'remark')	('make', 'remarks')	[('make', 'zu'), ('remarks', 'Ihnen'), ('make', 'sprechen')]	I am honoured by the opportunity to make a few remarks .	Es ist mir eine große Ehre , heute zu Ihnen sprechen zu dürfen .
