pair	inflected_pair	alignments	Source Language	Target Language
('find', 'way')	('find', 'way')	"[('find', 'recherche'), ('find', ""d'""), ('way', 'réponse')]"	I can also say that the French and the Czech Presidencies made efforts that were crucial to find a way to meet the concerns of the Irish people .	Je peux dire également que les Présidences française et tchèque ont déployé des efforts qui se sont révélés déterminants dans la recherche d' une réponse aux préoccupations du peuple irlandais .
('find', 'way')	('find', 'way')	[('find', 'rechercher'), ('way', 'solution')]	It is a process that started in Laeken many years ago and has involved different democratic bodies and discussions over the years to try to find a common way of taking decisions in a more modern , more democratic and efficient way .	Ce processus a vu le jour à Laeken il y a de nombreuses années et a impliqué différents organes démocratiques et des discussions au fil des ans afin de rechercher une solution commune qui permettrait de prendre des décisions de manière à la fois efficace , plus moderne et plus démocratique .
('find', 'way')	('found', 'way')	[('way', 'moyen'), ('must', 'il'), ('be', 'faut'), ('found', 'trouver')]	Its economy is in a serious situation and it is clear that a way out of this crisis must be found .	Elle se trouve dans une situation grave et il est clair qu' il faut trouver un moyen de sortir de cette crise .
('find', 'way')	('found', 'way')	[('way', 'moyen'), ('must', 'il'), ('be', 'faut'), ('found', 'trouver')]	Their economies are in a serious situation , and it is clear that a way out from this crisis must be found .	Leurs économies sont dans une situation très difficile et il est clair qu' il faut trouver un moyen de sortir de cette crise .
('find', 'way')	('finding', 'ways')	[('finding', 'trouver'), ('ways', 'moyens')]	So the future is precisely as your question suggests , finding new ways and new technologies , namely the development of cleaner cars .	L' avenir est donc précisément comme votre question le suggère , c' est-à-dire trouver de nouveaux moyens et de nouvelles technologies , à savoir le développement de voitures plus propres .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	What I want to do is draw those two things together , to find a way in which we can enhance what we do , to support the work that is going on , to make the Quartet more effective , to bring together what has been , in a sense , the Council and Commission operating side by side , and to meld it into one so that what we do on the ground really makes a difference .	Ce que je veux faire , c' est réunir ces deux aspects , pour trouver un moyen d' améliorer ce que nous faisons déjà , soutenir les travaux en cours , rendre le Quartette plus efficace , et rassembler ce qui a été , en un sens , accompli par le Conseil et la Commission côte à côte pour le fondre en une seule action , afin que ce que nous faisons sur le terrain produise vraiment des résultats concrets .
('find', 'way')	('found', 'ways')	[('ways', 'moyens'), ('should', 'il'), ('be', 'faudra'), ('found', 'trouver')]	My argument is that if there is n't enough funding after inflation-only increases in Member State contributions , ways should be found to re-allocate budget lines to meet any shortfalls .	Mon raisonnement est que , s' il n' y a pas assez de financement après l' augmentation de la contribution des États membres qui sera calculée uniquement sur base de l' inflation , il faudra trouver des moyens de recréditer les lignes budgétaires pour combler les éventuels déficits .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'voie')]	A practical example of cooperation between the Commission services is the ' Practical Guide to EU funding opportunities for research and innovation ' published in 2007 , which was conceived to help potential beneficiaries to find their way through the three funding Community instruments and provides policy makers with advice on coordinated access to those instruments .	"Un exemple concret de la coopération entre les services de la Commission est le "" Guide pratique des possibilités de financement de l' UE de la recherche et de l' innovation "" publié en 2007 , qui a été conçu pour aider les bénéficiaires potentiels à trouver leur voie parmi les trois instruments de financement communautaire et donne aux responsables politiques des conseils sur l' accès coordonné à ces instruments ."
('find', 'way')	('find', 'way')	[('find', 'se'), ('find', 'retrouver'), ('way', 'retrouver'), ('to', 'dans')]	But , even with all that cover , it can still find its way to the bottom of the pile and the leaflet that comes in the door is not put on display .	Néanmoins , malgré toute cette couverture , l' un ou l' autre dépliant peut se retrouver dans le fond de la pile et ne pas être exposé .
('find', 'way')	('found', 'way')	[('have', 'avons'), ('found', 'trouvé'), ('way', 'solution')]	Until then , however , we have found a way which allows us to continue to enforce our own stricter requirements under the transitional period before we move , in line with other EU Member States , to the general regime .	En attendant , nous avons trouvé une solution qui nous autorise à appliquer nos conditions plus strictes dans le cadre d' une période transitoire , avant de passer à l' application du régime général , comme les autres États membres de l' UE .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyens')]	We need to find a way to protect climate migrants , as they have to flee because we cause climate change .	Nous devons trouver des moyens de protéger les migrants climatiques , car s' ils doivent fuir c' est parce que nous provoquons le changement climatique .
('find', 'way')	('find', 'way')	[('will', 'entamerons'), ('find', 'entamerons'), ('way', 'NULL')]	I hope we will find a way to talk informally or in committee later on the proper formula .	J' espère que nous entamerons des conversations , informelles ou en commission , afin d' atteindre la meilleure formule .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'manière')]	So the issue is to find the right way of responding to two important needs : the need for freedom and respect of data protection , but also the need for security , because without security , there is no possibility of freedom .	Il s' agit donc de trouver la bonne manière de répondre à deux nécessités importantes : la nécessité de la liberté et du respect de la protection des données , mais aussi celle de la sécurité , car sans sécurité , il n' y a pas de liberté possible .
('find', 'way')	('finding', 'way')	[('finding', 'trouver'), ('way', 'voie')]	This work is crucial for the establishment of a future state of Palestine and crucial to finding a way to a two-state solution .	Ce travail est essentiel pour la création d' un futur État de Palestine et pour trouver une voie vers la solution des deux États .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	We should also find a way to control what we are importing from other countries outside the EU , especially in some northern European ports .	Nous devons également trouver un moyen de surveiller ce que nous importons d' autres pays hors UE , particulièrement dans certains ports du nord de l' Europe .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	The question is , can the European Union find a flexible way , through a joint action , of responding in a coordinated manner to any future situations that might arise where persons are temporarily in need of international protection ?	La question est la suivante : l' Union européenne peut -elle trouver un moyen flexible , par le biais d' une action commune , de répondre d' une façon coordonnée à toute situation future où des personnes auraient temporairement besoin d' une protection internationale ?
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'façon')]	Finally , Ms Sargentini , I really wanted to find an inventive way of saying that correlation tables were extremely important .	Enfin , Madame Sargentini , je voulais vraiment trouver une façon inventive de dire que les tableaux de correspondance sont extrêmement importants .
('find', 'way')	('find', 'way')	[('will', 'trouverez'), ('find', 'trouverez'), ('way', 'moyen')]	Will you find an appropriate way to report back to Parliament on the responses given .	Trouverez -vous un moyen adéquat pour informer le Parlement des réponses que vous aurez reçues ?
('find', 'way')	('finding', 'ways')	[('finding', 'trouvant'), ('ways', 'manières')]	I am confident that the Heads of State and Government and the parliamentarians here in the European Parliament will look at it in the spirit in which it is designed : yes , it is something a little different , but something which can provide an example of Europe taking a fresh direction and finding new ways to work together .	Je suis sûr que les chefs d' État ou de gouvernement , ainsi que les députés ici présents , la considéreront dans l' esprit dans lequel elle est conçue : oui , il s' agit de quelque chose de différent , mais quelque chose qui peut donner l' exemple d' une Europe prenant une direction nouvelle et trouvant de nouvelles manières de collaborer .
('find', 'way')	('find', 'ways')	[('find', 'trouver'), ('ways', 'modes')]	Because of reform of the EU financial systems and reductions in structural funding and cohesion funding to certain countries under the Agenda 2000 reform package , it is essential that we find new ways of financing these very essential projects .	Vu la réforme des mécanismes financiers de l' UE et la limitation des fonds structurels et de cohésion à certains pays en vertu du train de réformes visées dans l' Agenda 2000 , il est essentiel de trouver de nouveaux modes de financement pour ces projets absolument indispensables .
('find', 'way')	('find', 'way')	[('will', 'finiront'), ('find', 'par'), ('way', 'aboutir'), ('to', 'entre')]	What assurances can the Council therefore give us that any produce that is sent from the European Union to Russia will in fact find its way to the actual people who need help ?	Quelles garanties le Conseil peut -il par conséquent nous donner que tous les produits envoyés par l' Union européenne à la Russie finiront par aboutir entre les mains de ceux qui en ont véritablement besoin ?
('find', 'way')	('find', 'ways')	[('find', 'trouver'), ('ways', 'méthodes')]	In addition , Israel must find more effective ways of reconciling its legitimate security concerns with the urgent need for genuine Palestinian development .	En outre , Israël doit trouver des méthodes plus efficaces afin de concilier ses préoccupations légitimes en termes de sécurité avec l' urgence d' un véritable développement palestinien .
('find', 'way')	('find', 'way')	[('find', 'emprunter'), ('way', 'voie')]	We strongly condemn it -- there is never any excuse for terrorism ; but at the same time we ask Turkey to try to find peaceful interlocutors , try to find a political way and invest in the social and economic development of the south-east .	Nous la condamnons fermement - il n' y a jamais d' excuse pour le terrorisme , mais nous demandons également à la Turquie d' essayer de trouver des interlocuteurs pacifiques , d' emprunter une voie politique et d' investir dans le développement économique et social du sud-est .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'manière')]	We need to find a pragmatic way of moving forward to ensure that we get clarity and an assertion of the principle you have outlined here today : that when it comes to a conflict between the right of the citizen to public services and the market , that is set down in legislation .	Nous devons trouver une manière pragmatique d' aller de l' avant si nous voulons être certains d' obtenir une certaine clarté et l' affirmation du principe sur lequel nous avons insisté aujourd’hui , à savoir que lorsqu’il y a conflit entre le droit des citoyens de bénéficier de services publics , d' une part , et le marché , d' autre part , il faut une législation .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'issue'), ('forward', 'NULL')]	We have to participate in those as fully as we are able and with all the contacts that we have in order to find a way forward , so that we can get on with distributing the tsunami aid properly and look to a peaceful future for all .	Nous devons y participer autant que nous le pouvons et en utilisant tous les contacts que nous avons pour trouver une issue , de sorte à pouvoir poursuivre correctement la distribution de l' aide à la suite du tsunami et envisager un avenir pacifique pour tous .
('find', 'way')	('find', 'way')	[('find', 'se'), ('find', 'frayer'), ('way', 'chemin'), ('forward', 'chemin')]	The European Union now has to find its own way forward .	L' Union européenne doit maintenant se frayer son propre chemin .
('find', 'way')	('finding', 'way')	[('finding', 'introduit'), ('finding', 'dans'), ('way', 'NULL')]	Yet even injured and diseased animals which die on the farm are finding their way into rendering plants and the tallow from these animals is finding its way into the pharmaceutical industry , into the cosmetic industry and therefore into the food chain .	Pourtant , même des animaux blessés et malades qui meurent dans les exploitations agricoles sont transformés et leur suif est introduit dans l' industrie pharmaceutique , dans l' industrie cosmétique et par conséquent dans la chaîne alimentaire .
('find', 'way')	('finding', 'ways')	[('finding', 'NULL'), ('ways', 'NULL')]	However , we need to play our part in finding ways to create fresh enthusiasm and acceptance for the roadmap as the way forward and , in this regard , the difficult task of engaging with Syria will be necessary .	Nous devons néanmoins contribuer à raviver l' enthousiasme et l' acceptation de la feuille de route en tant que solution appropriée et , dans cette optique , l' engagement de la Syrie sera une tâche difficile mais nécessaire .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	We regret that the Framework Directive for Services of General Interest did not gain majority support : we do need to find a way to differentiate core essential services provided for the public good from the services we choose as individuals .	Nous regrettons que la directive-cadre sur les services d' intérêt général n' ait pas obtenu le soutien de la majorité : nous devons trouver un moyen de différencier les services essentiels de base prestés dans l' intérêt du public des services que nous choisissons en tant qu' individus .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	Therefore it is up to the parties involved to decide whether to keep this issue within the framework of the comprehensive settlement or to discuss it separately or to find a way to include it in both concepts .	Il appartient dès lors aux parties impliquées de décider de maintenir cette question dans le cadre du règlement global ou d' en discuter séparément , ou de trouver un moyen de l' inclure dans les deux concepts .
('find', 'way')	('find', 'ways')	[('find', 'trouver'), ('ways', 'méthodes')]	Of course , it remains open to groups of MEPs to find other ways of working , this already happens and I would expect that process to continue and expand .	Des groupes de députés restent évidemment libres de trouver d' autres méthodes de travail , ils le font déjà , et j' imagine que ce processus se poursuivra et prendra de l' ampleur .
('find', 'way')	('find', 'way')	"[('find', ""s'""), ('find', 'engager'), ('find', 'sur'), ('way', 'la'), ('way', 'voie')]"	One hopes that eventually this poor developing country will gradually begin to find a decisive way to much-needed peace and prosperity , for the benefit of all its citizens .	Nous espérons qu' au bout du compte , ce pauvre pays en développement parviendra progressivement à s' engager sur la voie de la paix et de la prospérité dont il a tant besoin , et ce dans l' intérêt de tous ses citoyens .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	If we could find some way not only of having a measure to take against former Commissioners who act in this way , but also against the companies who benefit from their knowledge , then I think that we might have two very powerful levers to use in future transgressions .	Si nous pouvions trouver un moyen de prendre des mesures à l' encontre non seulement des anciens commissaires agissant de la sorte mais aussi des sociétés profitant de leurs connaissances , je pense que nous aurions deux leviers très efficaces pour lutter contre les nouvelles transgressions de ce genre .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	I know that coming up with a solution to this problem and implementing it is not at all easy , but somehow we must find a way whereby Member States can have the last word , after being fully informed , in clearly reasoned decisions to accept or not the transportation of nuclear material -- or any other hazardous material for that matter -- through their territory .	Je sais qu' il est loin d' être facile de trouver et de mettre en pratique une solution à ce problème , mais d' une manière ou d' une autre , nous devons trouver un moyen de faire en sorte que les États membres puissent avoir le dernier mot , et décider en toute connaissance de cause , après avoir été pleinement informé , d' accepter ou non le transport de matières nucléaires - ou de toute autre matière dangereuse d' ailleurs - à travers leur territoire .
('find', 'way')	('find', 'way')	"[('find', 'trouver'), ('common', ""d'""), ('common', 'entente'), ('way', 'terrain')]"	The best thing that we can do today in the European Parliament is to encourage Prime Minister Zapatero in his efforts to bring together what were previously irreconcilable peoples to find a common way forward in the Basque region .	La meilleure chose que le Parlement européen puisse faire aujourd’hui est d' encourager le Premier ministre Zapatero dans son effort de rassembler des peuples autrefois irréconciliables afin de trouver un terrain d' entente pour l' avenir du Pays basque .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	In my view , Parliament 's contribution might have been to try to help find a way of combining protection of workers with a flexibility that enables Europe to retain its competitiveness .	À mes yeux , la contribution du Parlement aurait pu consister à essayer d' aider à trouver un moyen d' associer la protection des travailleurs et la flexibilité permettant à l' Europe de rester compétitive .
('find', 'way')	('finding', 'ways')	[('finding', 'trouver'), ('ways', 'solutions')]	Fighting them means finding creative ways to bridge the gap between security sector reform and development assistance .	Les combattre implique de trouver des solutions créatives , afin de combler le fossé entre la réforme du secteur de la sécurité et l' aide au développement .
('find', 'way')	('finding', 'ways')	[('finding', 'trouver'), ('ways', 'moyens')]	My fear is that the Socialist-dominated governments of Europe are hell-bent on harmonising taxes , on raising tax levels and finding new ways of penalising industry and entrepreneurship .	Je crains que les gouvernements socialistes d' Europe ne cherchent qu' à harmoniser la fiscalité , augmenter cette fiscalité et trouver de nouveau moyens de pénaliser l' industrie et l' esprit d' entreprise .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	However , we must find a way around the problems .	Néanmoins , il nous faut trouver un moyen de contourner ces problèmes .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'solution')]	I would appeal to the Commission to soften the severity of these proposals and find a better way .	J' inviterais la Commission à atténuer la rigueur de ces propositions et à trouver une meilleure solution .
('find', 'way')	('found', 'way')	[('should', 'puisse'), ('have', 'se'), ('found', 'retrouver'), ('way', 'retrouver'), ('into', 'dans')]	It is precisely because I agree that I believe this Parliament should use this occasion to signal to the Court of Auditors its intense disquiet at the fact that a document of substance of the sort prepared by the Court should , whether correct or incorrect in terms of its content , have found its way into Der Spiegel of 8 November .	Et c' est précisément pour cela que je pense que ce Parlement devrait profiter de l' occasion pour exprimer à la Cour des comptes sa grande inquiétude face au fait qu' un document aussi important que celui préparé par la Cour puisse se retrouver , reproduit de façon correcte ou incorrecte , dans les colonnes du Der Spiegel du 8 novembre .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	We must find some way of having a dialogue between the institutions over the next 12 months to make sure that these reforms take place and that we have the right kind of criteria for making sure that we are getting value for money from the staff .	Nous devons trouver le moyen de mener un dialogue entre les institutions au cours des douze prochains mois , avec pour objectifs une mise en place effective des réformes et la conception de critères adéquats pour optimiser l' investissement en personnel .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'manière')]	As a lawyer in private practice in the UK , I myself , have often wrestled with a pile of books to find the right rules and the right way to go forward for my clients in these circumstances .	En tant qu' avocat exerçant à titre privé en Grande-Bretagne , j' ai souvent dû me battre avec des piles de livres pour trouver les règlement et la manière adéquate en vue de faire avancer le dossier de mes clients dans ces circonstances .
('find', 'way')	('find', 'way')	[('will', 'incorporation'), ('find', 'incorporation'), ('way', 'incorporation'), ('into', 'dans')]	I can envision with some confidence that key amendments regarding , in particular , references to the core values of the Community - democracy , the rule of law , respect for human rights ; the protection of the Community 's interests ; reinforced evaluation and reporting provisions for the specification of an indicative financial envelope for the period 2007-13 ; or the inclusion of the review clause - will find their way into the final text .	Je suis assez confiante quant à l' incorporation dans le texte final d' amendements clés consacrés , par exemple , aux références aux valeurs centrales de la Communauté - la démocratie , l' État de droit , le respect des droits de l' homme , la protection des intérêts communautaires , des dispositions renforcées en matière d' évaluation et d' élaboration de rapports pour la spécification d' une enveloppe financière indicative pour la période 2007-13 , ou l' ajout de la clause de révision .
('find', 'way')	('find', 'way')	[('find', 'examiner'), ('a', 'les'), ('way', 'moyens'), ('through', 'de'), ('through', 'sortir')]	If I were to arrange a round table with the industry - with dealers and manufacturers - would you be willing to come along to it and discuss with them how we can find a way through the problem while , at the same time , resorting to competition instruments if we have to ?	Si je réunissais autour d' une même table les représentants de l' industrie , concessionnaires et constructeurs , accepteriez -vous de vous joindre à eux pour examiner les moyens de sortir de cette situation en ayant , si besoin est , recours aux instruments de la concurrence ?
('find', 'way')	('find', 'way')	"[('find', 'trouver'), ('way', 'manière'), ('way', ""d'""), ('forward', 'avancer')]"	Ultimately we will have to do that and get the institutional balance right and find a way forward .	Nous devrons finir par le faire , par corriger l' équilibre institutionnel et par trouver une manière d' avancer .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'solutions'), ('out', 'solutions')]	It is now up to the oil industry and to the governments in the countries which have no contingency plan to find some way out to offer people who own these cars , either through the marketing of lead additives or through the marketing of re-formulated petrol .	Il incombe maintenant aux pétroliers et aux gouvernements des pays qui ne disposent pas de plans d' urgence de trouver des solutions pour les personnes possédant ces voitures , soit par la commercialisation d' additifs pour le plomb , soit par la commercialisation d' essence dont la formule aura été modifiée .
('find', 'way')	('find', 'way')	[('find', 'mettre'), ('way', 'au'), ('way', 'point')]	The body will have to find a way to attain a politically significant text compatible with insertion into the Treaty .	L' organe chargé de l' élaboration de la charte devra mettre au point un texte qui a une réelle portée politique tout en pouvant être inséré dans le Traité .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	I know that is covered by the Committee on Civil Liberties , Justice and Home Affairs , but we must find a way of bringing together what we are doing in the Committee on Civil Liberties and the Subcommittee on Human Rights .	Je sais que cette question est couverte par la commission des libertés civiles , de la justice et des affaires intérieures , mais nous devons trouver un moyen de rapprocher nos travaux respectifs .
('find', 'way')	('find', 'way')	[('find', 'trouver'), ('way', 'moyen')]	Of course , it is a long way ahead , so we need to find a quicker way of ensuring that the directive is implemented .	Bien sûr , le chemin est encore long , et nous devons donc trouver un moyen plus rapide de garantir l' application de la directive .
('find', 'way')	('find', 'way')	[('will', 'trouverons'), ('find', 'trouverons'), ('way', 'moyen'), ('forward', 'NULL')]	I hope that we will soon be able to draw conclusions from that and find the best way forward in preventing such incidents in the future .	J' espère que nous serons bientôt en mesure d' en tirer les conclusions et que nous trouverons le moyen le plus approprié d' empêcher que pareil incident ne se reproduise à l' avenir .
('find', 'way')	('found', 'ways')	[('ways', 'NULL'), ('found', 'tirer'), ('found', 'le'), ('found', 'meilleur'), ('found', 'parti'), ('found', 'des'), ('found', 'de'), ('found', 'manière') ]	We particularly welcome the Council 's invitation to the Commission to make proposals as to how new and creative ways can be found to support the fresh opportunities which the peace agreement will bring .	Nous nous félicitons particulièrement de ce que le Conseil a invité la Commission à formuler des propositions visant à trouver comment , de manière innovatrice et créative , tirer le meilleur parti des perspectives offertes par l' accord de paix .
('find', 'way')	('find', 'way')	[('find', 'recherche'), ('find', 'de'), ('way', 'voie'), ('forward', 'voie')]	I know that the European Parliament shares the commitment of the European Commission to give full support to the work of the German Presidency to find the right way forward .	Je sais que le Parlement européen partage la volonté de la Commission européenne d' apporter son soutien total aux travaux de la présidence allemande dans sa recherche de la voie juste .
('find', 'way')	('find', 'ways')	[('find', 'trouver'), ('ways', 'moyens')]	The Commission can take note of this and find other ways to give short-term humanitarian aid to both these countries .	La Commission peut prendre note de ceci et trouver d' autres moyens de faire parvenir , à court terme , de l' aide humanitaire à ces deux pays .
('find', 'way')	('finding', 'way')	[('is', 'NULL'), ('finding', 'NULL'), ('way', 'NULL'), ('into', 'NULL')]	At the moment , because of the bureaucracy and the procedures for application in some countries , the money is finding its way disproportionately into middle class and wealthy areas .	Pour l' instant , ce sont les personnes appartenant aux classes moyennes et nanties qui bénéficient par trop de l' argent de ces programmes et ce , à cause de la bureaucratie et des procédures de dépôt de candidature en vigueur dans certains pays .
('find', 'way')	('finding', 'way')	[('are', 'atteignions'), ('finding', 'atteignions'), ('way', 'moyens')]	The first , to which the Commissioner has referred , is the way in which we have moved from a process of confrontation in the budgetary procedure to one more like codecision , as if , by magic , we are finding a way of blurring the distinction between obligatory and non-obligatory expenditure without having to go through a treaty revision to do so .	La première particularité , à laquelle le commissaire a fait référence , est la façon dont nous sommes passés de la confrontation à la codécision dans la procédure budgétaire , comme si nous atteignions par magie les moyens d' être capables d' estomper la distinction entre les dépenses obligatoires et les dépenses non obligatoires sans devoir passer par une révision du traité .
('float', 'idea')	('floated', 'ideas')	[('ideas', 'idées'), ('have', 'sont'), ('been', 'sont'), ('floated', 'apparues')]	They are close to my heart too , so I can understand why other ideas have been floated to give form to these principles through other possible mechanisms .	Ils me sont chers à moi aussi et je peux donc comprendre pourquoi d' autres idées sont apparues afin de donner forme à ces principes via d' autres mécanismes possibles .
('float', 'idea')	('floated', 'idea')	[('floated', 'a'), ('floated', 'émis'), ('idea', 'idée')]	The Commission has floated this idea of a high-level trade and environment meeting in Geneva in the autumn bringing together top-level policy-makers to push forward the debate on how to strengthen the CTE 's work .	La Commission a émis l' idée d' organiser une rencontre de haut niveau sur le commerce et l' environnement à Genève à l' automne , qui réunirait les principaux acteurs en vue de faire avancer le débat sur la façon de renforcer le travail du CET .
('float', 'idea')	('floats', 'idea')	[('floats','fait'), ('floats', 'allusion'), ('floats', 'à'), ('idea', 'idée')]	The resolution floats the idea of a solidarity contribution on air tickets , but that should not be the only avenue , and like Mrs Kinnock I should like to suggest other possibilities .	La résolution fait allusion à l' idée d' une contribution de solidarité sur les billets d' avion , mais elle ne doit pas constituer la seule piste et , à l' instar de Mme Kinnock , je souhaiterais suggérer d' autres possibilités .
('float', 'idea')	('float', 'idea')	[('float', 'lancer'), ('idea', 'idée')]	But , frankly , I find it extraordinary that Mr Solana and Mr Blair and several others can float the idea of creating an executive committee formed out of the Council presidency without referring to the role of the European Commission .	Mais , en toute franchise , je trouve extraordinaire que M. Solana , M. Blair et plusieurs autres puissent lancer l' idée de créer un comité exécutif formé à partir de la présidence du Conseil sans faire allusion au rôle de la Commission européenne .
('float', 'idea')	('floated', 'idea')	[('idea', 'idée'), ('has', 'a'), ('been', 'été'), ('floated', 'émise')]	The idea of a special Lebanon Summit within the Arab League framework has recently been floated .	L' idée d' un sommet spécial consacré au Liban dans le cadre de la Ligue arabe a été émise récemment .
('float', 'idea')	('floated', 'idea')	[('idea', 'idée'), ('floated', 'lancée')]	The first is the creation of a European Monetary Fund , which is absolutely necessary and was an idea also floated by Mr Schäuble , the German Minister for Finance .	Le premier concerne la création d' un Fonds monétaire européen , qui est absolument indispensable et qui était une idée également lancée par M. Schäuble , le ministre allemand des finances .
('float', 'idea')	('floated', 'idea')	[('have', 'évoquons'), ('floated', 'évoquons'), ('idea', 'idée')]	In this question we have also floated the idea of establishing a reserve compensation fund , but this must not be seen as a demand on our part or by the Commission .	Nous évoquons également dans cette question l' idée d' instaurer un fonds de réserve destiné aux indemnisations , mais il ne faut pas considérer ceci comme une demande de notre part ou de celle de la Commission .
('float', 'idea')	('floating', 'idea')	"[('floating', ""s'""), ('floating', 'agir'), ('idea', 'idée')]"	I am just floating the idea .	Il ne s' agit que d' une simple idée .
('float', 'idea')	('floated', 'ideas')	[('ideas', 'idées'), ('have', 'ont'), ('been', 'été'), ('floated', 'avancées')]	Many ideas have been floated on a comprehensive approach to peace in the Middle East .	De nombreuses idées ont été avancées quant à une approche globale de la paix au Moyen-Orient .
('float', 'idea')	('floated', 'ideas')	[('ideas', 'idées'), ('being', 'avancées'), ('floated', 'avancées')]	I noted with interest the ideas being floated on the possibility of supplying fishing vessels from the Commission , that is to say , European Union fleets to the fishing communities in the affected countries .	J' ai accueilli avec intérêt les idées avancées sur la possibilité d' offrir des navires de pêche de la Commission - ou plutôt , des flottes de l' Union européenne - aux communautés des pays affectés .
('flood', 'market')	('flood', 'market')	[('flood', 'inonder'), ('market', 'marché')]	Equally , in relation to sheepmeat , important to European , and particularly Irish , farmers - badly managed arrangements with New Zealand mean there are no controls to prevent a deliberate New Zealand policy to flood the EU market at peak production periods .	En outre , en ce qui concerne la viande ovine , question vitale pour les agriculteurs européens , particulièrement les Irlandais , des accords mal négociés avec la Nouvelle-Zélande font qu' il n' existe aucun contrôle pour empêcher une politique néo-zélandaise délibérée d' inonder le marché européen aux périodes de production maximale .
('flood', 'market')	('floods', 'market')	[('floods', 'inonde'), ('market', 'marché')]	But in micro-economic terms at the level of the salmon industry consider the implications of Norway , a state outside the Union which produces a massive surplus for export - and has the potential to produce much more in the immediate future - and floods our market to such an extent that the anti-dumping case when it is examined will hold .	Mais imaginez ce que cela donne en termes micro-économiques pour l' industrie du saumon , lorsque la Norvège , un État qui n' appartient pas à l' Union , produit massivement pour l' exportation - et a le potentiel nécessaire pour produire beaucoup plus dans un futur immédiat - et inonde notre marché , au point que , le moment venu , le bien-fondé de la procédure anti-dumping ne pourra qu' être reconnu .
('flood', 'market')	('flooded', 'market')	[('market', 'marché'), ('is', 'soit'), ('flooded', 'inondé')]	It is a sensible solution allowing Member States to monitor and control the market and make sure it is not flooded .	C' est une solution raisonnable , qui permet aux États membres de surveiller et de contrôler le marché et de faire en sorte que ce dernier ne soit pas inondé .
('flood', 'market')	('flood', 'market')	[('flood', 'inonder'), ('market', 'marché')]	It is paramount that these directories are given prominence in the UK market and are not expunged by allowing EU companies to flood the British market under the aegis of EU trade legislation .	Il est indispensable que ces annuaires reçoivent la plus grande attention sur le marché britannique et qu' ils ne soient pas rayés de la liste , ce qui permettrait dans ce cas aux entreprises de l' UE d' inonder le marché britannique , sous les auspices de la législation commerciale de l' UE .
('follow', 'activity')	('follow', 'activities')	[('follow', 'suivre'), ('activities', 'activités')]	This development should continue , and I know the Commission will continue to follow closely the Ombudsman 's activities and welcome his proposals .	Cette tendance devrait se poursuivre , et je sais que la Commission continuera à suivre attentivement les activités du Médiateur et à accueillir favorablement ses propositions .
('frame', 'debate')	('frame', 'debate')	[('frame', 'modeler'), ('debate', 'débat')]	Most importantly , we will have to further frame the international debate after 2012 .	Le plus important est que nous devrons modeler le débat international pour l' après -2012 .
('fuel', 'debate')	('fuel', 'debate')	[('fuel', 'alimenter'), ('debate', 'débat')]	Mr President , yes , I am indeed glad that the Commissioner has understood that we are calling for the drawing up of a Green Paper without delay in order to fuel a more in-depth debate on the Commission 's proposals .	Monsieur le Président , je suis heureux que le commissaire ait compris que nous appelons à l' élaboration sans délai d' un Livre vert permettant d' alimenter un débat plus approfondi sur les propositions de la Commission .
('grasp', 'concept')	('grasp', 'concept')	[('grasp', 'saisir'), ('concept', 'concept')]	Still unable to grasp the concept of the single market , such national authorities should be put to the test of Commissioner Monti 's single market scoreboard .	Toujours incapables de saisir le concept du marché unique , ces autorités nationales devraient être soumises au test du tableau du marché unique du commissaire Monti .
