pair	inflected_pair	alignments	Source Language	Target Language
('address', 'problem')	('addressing', 'problems')	[('addressing', 'résolution'), ('addressing', 'de'), ('problems', 'problèmes')]	In reducing the environmental impact of products throughout their life cycle , the objective of IPP is fundamental to addressing our environmental problems .	À travers l' allégement de l' impact sur l' environnement des produits tout au long de leur cycle de vie , la PIP poursuit un objectif fondamental pour la résolution de nos problèmes environnementaux .
('make', 'remark')	('make', 'remarks')	[('make', 'donner'), ('remarks', 'conclusion')]	Two questions have been put very clearly and I would like to answer them before I make my final remarks .	Deux questions ont été posées très clairement et je vais y répondre avant de donner ma conclusion .
('address', 'question')	('addressed', 'questions')	[('questions', 'questions'), ('be', 'prendre'), ('be', 'en'), ('be', 'compte'), ('addressed', 'prendre'), ('addressed', 'en'), ('addressed', 'compte')]	However , the report also raises some serious questions that are to be addressed if we are to maintain the efforts to improve food safety .	Le rapport soulève néanmoins des questions importantes qu' il faut prendre en compte si l' on veut que les efforts visant à améliorer la sécurité alimentaire soient poursuivis .
('address', 'problem')	('address', 'problem')	[('address', 'aborder'), ('problem', 'problème')]	It gives me the opportunity to address the wider problem : the threat of war again between India and Pakistan .	J' en profite pour aborder un problème plus large : la menace de guerre qui se dessine à nouveau entre l' Inde et le Pakistan .
('address', 'question')	('address', 'question')	[('address', 'traiter'), ('question', 'question')]	We must try to address that question , or at least get the Council to address it .	Nous devons essayer de traiter cette question ou tout au moins laisser au Conseil le soin de le faire .
('pose', 'question')	('posed', 'question')	[('question', 'question'), ('was', 'a'), ('was', 'été'), ('posed', 'posée')]	The question was then posed by Mrs Wemheuer .	La question avait alors été posée par Mme Wemheuer .
('invest', 'money')	('investing', 'money')	[('investing', 'investissant'), ('money', 'capitaux')]	That is particularly important in the context of insurance companies investing their pension funds money .	Ceci est tout particulièrement important pour les entreprises investissant des capitaux de fonds de pension .
('invest', 'money')	('invest', 'money')	[('invest', 'investissement'), ('invest', 'de'), ('money', 'argent')]	These provisions , as drafted , would make it almost impossible for an insurance company or bank to invest pension funds money in other financial institutions because of the harshness of the deductions .	Ces dispositions , telles qu' elles sont rédigées , rendraient quasiment impossible pour une compagnie d' assurance ou une banque l' investissement de l' argent des fonds de pension dans d' autres institutions financières , en raison de la rigueur des déductions .
('address', 'problem')	('addressing', 'problem')	[('problem', 'problème'), ('is', 'auquel'), ('is', 'fait'), ('is', 'face'), ('addressing', 'auquel'), ('addressing', 'fait'), ('addressing', 'face')]	As he so rightly highlighted , that is the bulk of the problem in terms of the surplus that this Parliament is addressing .	Comme il l' a si justement souligné , cela constitue le cœur du problème relatif à l' excédent auquel ce Parlement fait face .
('make', 'remark')	('make', 'remarks')	[('remarks', 'remarques'), ('made', 'NULL')]	I should like to make one final point and I am provoked - or encouraged - to do so by the interesting remarks made by Mr Brok .	Je voudrais formuler une dernière remarque , et ce sont les remarques intéressantes de M. Brok qui m' y poussent ou m' y encouragent .
('address', 'question')	('address', 'question')	[('address', 'abordions'),('question', 'problème')]	There are real risks if we simply address this question from an economic point of view , regarding and valuing citizens simply for the contribution they can make to the economy or the workforce .	La situation pourrait devenir très grave si nous n' abordions ce problème que d' un point de vue économique , ne considérant et n' appréciant les citoyens que pour leur contribution à l' économie ou leur participation à la main- d' ? uvre .
('improve', 'economy')	('improve', 'economy')	[('improve', 'améliorer'), ('economy', 'économie')]	We must get the balance right : protect the natural beauty , heritage and environment that give an area its attraction , while at the same time make the most of natural assets to improve the local economy .	Il faut trouver un juste équilibre : protéger la beauté , l' héritage et l' environnement naturels qui donnent tout son attrait à une région , tout en tirant un maximum de ces atouts naturels pour améliorer l' économie locale .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'résolution'), ('problems', 'des'), ('problems', 'problèmes')]	The Commission considers that these are important steps towards addressing the problems raised by the Korean practices , both in connection with the TBR case and temporary defence mechanism and , in the long-term , the OECD agreement .	La Commission considère que ce sont là des étapes importantes vers la résolution des problèmes soulevés par les pratiques coréennes , tant en ce qui concerne l' affaire ROC et le mécanisme de défense temporaire que , à long terme , l' accord OCDE .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'), ('address', 'régler')]	The first point is the importance of this issue being treated on a bottom-up basis rather than a top-down basis , that it is up to Member States as close as possible to the problem to address the problem most successfully .	Premier point : l' importance de traiter la problématique de l' exclusion sociale d' un point de vue ascendant plutôt que descendant ; ce sont les États membres les plus proches du problème qui sont les mieux à même de le régler .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('be', 'être'), ('addressed', 'traité')]	All foot-and-mouth-affected countries represent a potential risk to Member States and therefore the problem must be addressed in a general way .	Tous les pays affectés par la fièvre aphteuse représentent un risque potentiel pour les États membres , et le problème doit donc être traité de manière générale .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('have', 'faites'), ('been', 'faites'), ('made', 'faites')]	I would warn colleagues about some of the remarks that have been made about security of supply .	Je voudrais mettre en garde mes collègues à propos de certaines des remarques faites quant à la sécurité d' approvisionnement .
('reduce', 'economy')	('reduced', 'economies')	[('reduced', 'plongé'), ('reduced', 'dans'), ('reduced', 'les'), ('reduced', 'tréfonds'), ('reduced', 'du'), ('reduced', 'désespoir'), ('economies', 'économies')]	Not only that , but he has reduced what was once one of the strongest economies in Africa to the depths of despair .	Plus encore , il a plongé dans les tréfonds du désespoir l' une des économies les plus fortes d' Afrique .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('be', 'être'), ('addressed', 'abordé')]	Finally , if there is continuing concern on this issue , the famine problem can be addressed by adopting a sensitive approach to the planting issue and milling the seeds involved , thereby eliminating the risk that some of the governments identified as being of paramount concern .	Enfin , si les craintes persistent dans ce dossier , le problème de la famine peut être abordé en adoptant une approche sensible de la question des plantations et en moulant les semences concernées , ce qui éliminera le risque que certains des gouvernements ont identifié comme constituant la préoccupation principale .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('made', 'faites'), ('made', 'a')]	In conclusion , I want to thank the Commissioner for the remarks he made in the commercial communication , where he said Parliament comes to rescue the internal market .	En conclusion , je tiens à remercier le commissaire pour les remarques qu' il a faites dans sa communication commerciale où il déclare que le Parlement vient au secours du marché intérieur .
('make', 'remark')	('made', 'remarks')	[('made', 'ai'), ('made', 'fait'), ('remarks', 'remarques')]	Commissioner Nielson was not here when I made my opening remarks but one of them concerned the Global Health Fund .	Le commissaire Nielson n' était pas là lorsque j' ai fait mes remarques d' ouverture , mais l' une d' entre elles concernait le Fonds mondial pour la santé .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'), ('address', 'résoudre')]	Thus , as always , the Commission is looking for a European problem that does not exist on a European level and then failing to address it .	Comme toujours , donc , la Commission cherche un problème européen qui n' existe pas au niveau européen et ne parvient ensuite pas à le résoudre .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('have', 'ont'), ('been', 'été'), ('made', 'faites')]	Since some of these remarks have been made in public , I would like to take this opportunity to briefly react .	Étant donné que certaines remarques ont été faites en public , j' aimerais profiter de l' occasion pour réagir .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	I would first like to comment on that and then make some concluding remarks about our discussion on Johannesburg .	J' aimerais tout d' abord m' y attarder et ensuite faire quelques dernières remarques concernant notre débat sur Johannesbourg .
('improve', 'economy')	('improving', 'economy')	[('improving', 'amélioration'), ('improving', 'de'), ('economy', 'économie')]	Providing humanitarian assistance can only be a short-term approach - improving the economy must be our goal .	Fournir une aide humanitaire c' est uniquement une approche à court terme - notre objectif doit être l' amélioration de l' économie .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	I would like to make some general remarks and then touch on my report .	Je voudrais faire quelques remarques d' ordre général et ensuite en venir à mon rapport .
('address', 'problem')	('address', 'problems')	"[('will', ""s'""), ('will', 'attaquera'), ('will', 'à'), ('address', ""s'""), ('address', 'attaquera'), ('address', 'à'), ('problems', 'problèmes')]"	I hope that its successor will address some of these problems because this programme is important , especially for the candidate countries .	J' espère que le programme qui suivra s' attaquera à certains problèmes présentés , car ce programme est très important , en particulier pour les pays candidats à l' adhésion .
('make', 'remark')	('making', 'remarks')	[('avez', 'formulé'), ('making', 'formulé'), ('remarks', 'remarques')]	My question to the Commission President is this : in making your remarks to Le Monde - and you have said that you stand by every word - was it your intention to launch a debate on how to reform the Stability and Growth Pact ?	La question que je souhaiterais poser au président de la Commission est la suivante : lorsque vous avez formulé vos remarques au journal Le Monde - et vous avez déclaré que vous en assumiez chaque mot - votre intention était -elle de lancer un débat sur la manière de réformer le pacte de stabilité et de croissance ?
('damage', 'confidence')	('damaged', 'confidence')	[('confidence', 'confiance'), ('has', 'a'), ('been', 'été'), ('damaged', 'affaiblie')]	It is timely because confidence in the integrity of market participants has been seriously damaged over the last two years as a result of various cases of market abuse , chiefly in the United States .	Elle est opportune car la confiance dans l' intégrité des opérateurs du marché a été considérablement affaiblie ces deux dernières années à la suite de différents cas d' abus de marché , principalement aux États-Unis .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	I will have to make further remarks on the resolution .	J' aurai d' autres remarques à faire sur la résolution .
('address', 'question')	('addressed', 'question')	[('question', 'question'), ('was', 'a'), ('was', 'été'), ('addressed', 'abordée')]	The question of European defence policy was also addressed by the European Council .	La question de la politique européenne de défense a également été abordée lors du Conseil européen .
('address', 'question')	('addressed', 'questions')	[('questions', 'questions'), ('be', 'être'), ('addressed', 'abordé')]	The Hänsch working group and later the plenary Convention meeting noted that this raises horizontal questions in the area of comitology , such as the role of the European Parliament , which go beyond the terms of reference of the Hänsch working group and should therefore be addressed by other groups .	Le groupe de travail Hänsch et plus tard la session plénière de la Convention ont aussi remarqué que cela soulevait des questions horizontales en matière de comitologie , comme le rôle du Parlement européen , qui dépasse les termes de référence du groupe de travail Hänsch et devrait donc être abordé par d' autres groupes .
('address', 'problem')	('address', 'problems')	[('address', 'se'), ('address', 'attelée'), ('address', 'aux'), ('problems', 'problèmes')]	Mr President , I do not believe the Commission has done enough to address the problems in different Member States .	Monsieur le Président , je ne crois pas que la Commission se soit suffisamment attelée aux problèmes qui se posent dans les différents États membres .
('address', 'problem')	('addressed', 'problems')	[('has', 'ait'), ('addressed', 'abordé'), ('problems', 'problèmes')]	It is good that the Commission has addressed the socio-economic problems but the measures so far seem like prescribing a couple of aspirins to cure a severe case of pneumonia .	Il est positif que la Commission ait abordé les problèmes socio-économiques , mais les mesures qui ont été prises jusqu'à présent reviennent à prescrire deux aspirines pour une grave pneumonie .
('pose', 'question')	('pose', 'question')	[('will', 'poserai'), ('pose', 'poserai'), ('question', 'question')]	I will pose the question here that I posed in Committee : what value should we place upon whether a person in their 40s or 50s can actually hear and communicate with their infant grandchildren ?	Je poserai ici la question que j' ai posée en commission : quelle importance doit -on accorder au fait qu' une personne de la quarantaine ou de la cinquantaine puisse ou non entendre et communiquer véritablement avec ses petits-enfants ?
('address', 'problem')	('address', 'problem')	[('address', 'nous'), ('address', 'attaquons'), ('address', 'au'),  ('problem', 'problème'), ('address', 'faire'), ('address', 'face'), ('address', 'à'), ('problem', 'problème')]	Unless we address the very serious problem of the declining age profile in European agriculture , in the not too distant future Parliament will be sitting in an emergency session to address what has turned out to be a very serious problem .	Si nous ne nous attaquons pas au problème très grave du vieillissement des agriculteurs européens , le Parlement siégera bientôt en séance d' urgence pour faire face à un problème qui est devenu très sérieux .
('invest', 'money')	('investing', 'money')	[('investing', 'investir'), ('money', 'argent')]	As the Commissioner himself pointed out , investing money earlier is much more effective and more economical than spending money to pick up the pieces afterwards .	Comme l' a souligné le commissaire lui-même , investir de l' argent au préalable est bien plus efficace et plus économique que dépenser de l' argent pour essayer de recoller les morceaux par la suite .
('address', 'problem')	('address', 'problem')	[('address', 'faire'), ('address', 'face'), ('address', 'au'), ('problem', 'problème')]	Would you not accept that we need an adequate response mechanism and that the only way to address the problem would be to establish an EU coastguard ?	Ne seriez -vous pas d' accord pour dire que nous avons besoin d' un mécanisme de réponse adéquat et que la seule manière de faire face au problème serait d' établir un corps de garde-côtes de l' UE ?
('invest', 'money')	('invest', 'money')	[('invest', 'investir'), ('money', 'argent')]	The complexity of this operation was quite extraordinary , but given that caviar is currently fetching about a third of the price of gold , one can readily understand why people are prepared to invest the necessary time and money to achieve these results .	La complexité de cette opération était tout à fait extraordinaire mais , étant donné que le caviar atteint en ce moment à peu près un tiers du prix de l' or , on peut facilement comprendre pourquoi les gens sont préparés à investir le temps et l' argent nécessaires pour obtenir de tels résultats .
('improve', 'economy')	('improve', 'economy')	[('improve', 'améliorer'), ('economy', 'économie')]	It can be complementary to the activities going on there and can help to improve the economy of the European Union at a time when unemployment is once again becoming a problem .	Elle peut venir s' ajouter aux activités développées dans ces régions et permettre d' améliorer l' économie de l' Union européenne à l' heure où le chômage redevient problématique .
('make', 'remark')	('make', 'remark')	[('make', 'faire'), ('remark', 'remarque')]	I would like to make one remark at the outset : I think it is fair to say that , on the whole , since the Second World War , we have managed to create global institutions and international agreements which have helped make the world a much more prosperous and peaceful place .	Je voudrais faire une remarque d' entrée de jeu : je pense qu' il est juste de dire que , dans l' ensemble , depuis la fin de la Seconde Guerre mondiale , nous avons réussi à créer des institutions mondiales et des accords internationaux qui nous ont permis de rendre le monde beaucoup plus prospère et pacifique .
('address', 'problem')	('address', 'problems')	[('address', 'faire'), ('address', 'face'), ('address', 'à'), ('problems', 'problèmes')]	Plainly , if the international community is once again willing to help North Korea to address its enormous internal problems of shortages of energy , food and all other basic needs , this could also assist to get the country out of the crisis .	À l' évidence , si la communauté internationale est à nouveau désireuse d' aider la Corée du Nord à faire face à ses énormes problèmes internes de pénuries d' énergie et de nourriture et à répondre à tous ses autres besoins fondamentaux , cela pourrait également permettre de sortir le pays de la crise .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('made', 'formulées'), ('ai', 'formulées')]	Mr President , I would just like to clarify , in the light of the remarks I made earlier this morning , that the Commission can not agree to the EUR 351 million , given the realities of budget constraints as they are .	. ( EN ) Monsieur le Président , je tiens juste à préciser , à la lumière des remarques que j' ai formulées en début de matinée , que la Commission ne peut accepter l' enveloppe de 351 millions d' euros , vu la réalité des contraintes budgétaires .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('made', 'avez'), ('made', 'faites')]	Therefore , Mr President , could you contact the editors concerned in the Independent Newspaper Group and ask them to carry a correction of the remarks you made ?	Pourriez -vous dès lors , Monsieur le Président , contacter les éditeurs concernés à l' Independant Newspaper Group et leur demander de corriger les remarques que vous avez faites ?
('address', 'problem')	('address', 'problems')	[('address', 'traiter'), ('problems', 'problèmes')]	This shows that we have to address these issues and problems more speedily when they arise and not let women suffer in the way they have in the past .	Cela démontre que nous devons traiter ces questions et ces problèmes plus rapidement lorsqu'ils surviennent et ne pas laisser des femmes souffrir comme cela a été le cas dans le passé .
('address', 'question')	('address', 'question')	[('question', 'question'), ('address', 'aborder')]	The whole question about the importance of services and opening up service markets is one we are about to address seriously within our own internal market .	Nous sommes sur le point d' aborder sérieusement dans notre marché intérieur toute la question de l' importance des services et de l' ouverture du marché des services .
('address', 'problem')	('address', 'problem')	[('address', 'aborder'), ('problem', 'problème')]	On what other basis is it possible , indeed , to address the problem of weapons of mass destruction ?	Sur quelle autre base est -il effectivement possible d' aborder le problème des armes de destruction massive ?
('make', 'remark')	('make', 'remark')	[('make', 'faire'), ('remark', 'remarque')]	I should like to make one final personal remark .	Je voudrais faire une dernière remarque personnelle .
('suggest', 'idea')	('suggested', 'idea')	[('est', 'suggérée'),('suggested', 'suggérée'), ('idea', 'idée')]	They suggested , in particular , the idea of a framework directive on unfair commercial practices .	Y est notamment suggérée l' idée d' une directive-cadre relative aux pratiques commerciales déloyales .
('make', 'remark')	('made', 'remarks')	[('remarks', 'remarques'), ('avais', 'faites'), ('made', 'faites')]	My honourable friend , Mr Evans , who alas is not able to be with us , claimed to detect a difference between the remarks I made last week on reconstruction and humanitarian assistance and what I said today .	Mon honorable ami , M. Evans , qui n' est hélas pas en mesure d' être parmi nous , a prétendu avoir perçu une différence entre les remarques que j' avais faites la semaine dernière au sujet de la reconstruction et de l' aide humanitaire et ce que j' ai déclaré aujourd'hui .
('address', 'problem')	('addressed', 'problems')	[('problems', 'problèmes'), ('addressed', 'traités')]	The European Union must carry out its moral political duties in ensuring that the humanitarian problems of Iraq are addressed with vigour and determination .	L' Union européenne doit accomplir son devoir politico-moral et garantir que les problèmes humanitaires de l' Irak sont traités avec vigueur et détermination .
('address', 'problem')	('addressed', 'problem')	[('addressed', 'traité'), ('addressed', 'avons'), ('addressed', 'du'), ('problem', 'problème')]	We need exceptions and the problem of using nonylphenol ethoxylate as a co-formulant in pesticides is one that we addressed .	Des exceptions sont nécessaires et nous avons déjà traité du problème de l' emploi de l' éthoxylate de nonylphénol dans la fabrication des pesticides .
('address', 'question')	('address', 'questions')	[('address', 'répondre'), ('address', 'à'), ('questions', 'questions')]	I would just like very much to thank the Members of the House for the views they have expressed and very briefly to address two or three questions that were raised .	Je souhaiterais seulement remercier les députés des points de vue qu' ils ont exprimés et répondre très brièvement à deux ou trois questions qui ont été soulevées .
('address', 'question')	('addressed', 'question')	[('question', 'question'), ('has', 'a'), ('been', 'été'), ('addressed', 'étudiée')]	This question has already been addressed in the framework of research .	Cette question a déjà été étudiée dans le cadre de la recherche .
('address', 'problem')	('address', 'problem')	[('address', 'aborder'), ('problem', 'problème')]	Two recent communications from the Commission , on rural development and on trade and development , provide a clear policy framework to address the problem of commodity dependence .	Deux communications récentes de la Commission , sur le développement rural ainsi que sur le commerce et le développement , fournissent une ligne de conduite claire afin d' aborder le problème de la dépendance envers les matières premières .
('end', 'investigation')	('end', 'investigations')	[('end', 'mettre'), ('end', 'fin'), ('end', 'aux'), ('investigations', 'enquêtes')]	It is for Egypt to show us here in this House , that it takes the rights of their minorities seriously , to call for an end to discrimination against those minorities and to release from prison and end immediately the investigations and the arrests of gay men throughout Egypt which worry us here in this House .	C' est à l' Égypte de nous montrer ici dans cette Assemblée qu' elle prend les droits de ses minorités sérieusement , de demander la fin des discriminations contre ces minorités , de libérer les homosexuels et de mettre fin aux enquêtes dont ils font l' objet sur tout le territoire égyptien et qui préoccupent cette Assemblée .
('address', 'question')	('address', 'questions')	[('address', 'répondre'), ('address', 'à'), ('questions', 'questions')]	Finally , I would like to address some of the questions raised by a number of Members such as Mrs Corbey , who asked who is responsible for FMD vaccination .	Enfin , je souhaiterais répondre à quelques-unes des questions posées par plusieurs députés , tels que Mme Corbey , qui a demandé qui était responsable de la vaccination contre la fièvre aphteuse .
('address', 'problem')	('addressed', 'problem')	"[('problem', 'problème'), ('addressed', 'fait'), ('addressed', ""l'""), ('addressed', 'objet'), ('addressed', ""d'""), ('addressed', 'examen')]"	This problem is being addressed .	Ce problème fait actuellement l' objet d' un examen .
('make', 'remark')	('made', 'remarks')	"[('remarks', 'remarques'), ('have', 'viennent'), ('just', 'viennent'), ('have', ""d'""), ('just', ""d'""), ('been','être'), ('made', 'formulées')]"	Mr President , I endorse the remarks that have just been made .	Monsieur le Président , je souscris aux remarques qui viennent d' être formulées .
('pose', 'question')	('pose', 'question')	[('pose', 'pose'), ('question', 'question')]	I pose the question , and not for the first time , what happens following decoupling if the projected price increase in the market place does not materialise ?	Je pose la question - et ce n' est pas la première fois - : que se passera-t -il après le découplage si l' augmentation de prix prévue sur le marché ne se concrétise pas ?
('address', 'question')	('address', 'question')	[('address', 'concernent'), ('question', 'question')]	Further amendments address the question of Member States ' ability to take action , in relation to their own fleets , which exceeds the minimum required under EU regulation .	D' autres amendements concernent la question des possibilités pour les États membres d' aller au-delà du minimum exigé par la législation de l' UE pour leurs propres flottes , .
('improve', 'economy')	('improve', 'economies')	[('improve', 'améliorer'), ('economies', 'économies')]	It is necessary for textile workers within the EU and those many in other parts of the world who seek to earn their living and improve their own economies and their own lives through the textiles industry .	C' est nécessaire pour les travailleurs du textile de l' Union européenne comme pour tous ceux qui , à travers le monde , cherchent à gagner leur vie et à améliorer leurs économies et leurs existences par l' entremise de l' industrie du textile .
('address', 'problem')	('address', 'problem')	[('address', 'abordons'), ('problem', 'problème')]	Unless we can address the problem of contamination , that can not be guaranteed .	Cela ne pourra pas être garanti si nous n' abordons pas le problème de la contamination .
('address', 'problem')	('addresses', 'problem')	[('addresses', 'traite'), ('problem', 'problème')]	There is the ' Red Card to Child Labour ' action being taken by FIFA and the ILO to jointly combat child labour , a very good campaign that directly addresses exactly the problem we are talking about here .	"La FIFA et l' OIT ont entrepris l' action "" Carton rouge au travail des enfants "" pour combattre ensemble le travail des enfants , une très bonne campagne qui traite directement le problème dont nous parlons précisément ici ."
('address', 'problem')	('address', 'problem')	[('address', 'faire'), ('address', 'face'), ('address', 'à'), ('problem', 'problème')]	Is DG SANCO taking any specific action to address this problem ?	La DG SANCO prend -elle des mesures particulières pour faire face à ce problème ?
('address', 'problem')	('address', 'problem')	[('address', 'apporter'), ('address', 'une'), ('address', 'solution'), ('address', 'à'), ('problem', 'problème')]	As you know we are trying to work in international fora to address this problem .	Comme vous le savez , nous essayons de collaborer au sein de forums internationaux en vue d' apporter une solution à ce problème .
('address', 'question')	('addressed', 'question')	[('question', 'question'),  ('be', 'aborder'), ('addressed', 'aborder')]	This question should be addressed and I am happy that the President-in-Office agrees with me that this is an issue which the European Union should take up .	Il faudrait aborder cette question et je suis heureux que le président en exercice du Conseil soit d' accord avec moi pour dire qu' il s' agit d' un problème que l' Union européenne doit aborder .
('address', 'question')	('addressed', 'questions')	[('questions', 'questions'), ('be', 'être'), ('addressed', 'abordée')]	One of the questions which has to be addressed is the relationship between the Ebro transfer and the Júcar-Vinalopó transfer .	L' une des questions qui doit être abordée a trait au lien existant entre le transvasement de l' Èbre et le transvasement du Júcar-Vinalopó .
('address', 'problem')	('addressed', 'problems')	[('problems', 'problèmes'), ('be', 'être'), ('addressed', 'résolus')]	I am convinced that the difficult political problems in Iraq can only be effectively addressed in Iraq under the auspices of the United Nations .	Je suis persuadé que les problèmes politiques difficiles en Irak ne peuvent être résolus efficacement que sous les auspices des Nations unies .
('make', 'remark')	('make', 'remarks')	[('make', 'terminerai'), ('make', 'par'), ('remarks', 'remarques')]	Finally , I would make two remarks .	Je terminerai par deux remarques .
('address', 'problem')	('address', 'problem')	[('address', 'résoudre'), ('problem', 'problème')]	The documentation coming from these centres is the most necessary element in our attempt to address the problem we are up against and deal with the terrible regimes that carry out torture .	La documentation provenant de ces centres est l' élément le plus essentiel dans notre tentative de résoudre le problème auquel nous sommes confrontés et de faire face aux terribles régimes qui pratiquent la torture .
('pose', 'question')	('posed', 'questions')	[('questions', 'questions'), ('have', 'ont'), ('posed', 'posées')]	Because of the excellent work of Mr Sterckx and by way of a compromise , we can now drop that demand in favour of a request to the Conference of Presidents for a temporary committee to carry on the work of Mr Sterckx and to find the answers to the questions that he and others have posed .	Grâce à l' excellent travail de M. Sterckx et à un compromis , nous pouvons aujourd'hui abandonner cette demande en faveur d' une requête que nous adressons à la Conférence des présidents concernant la constitution d' une commission temporaire qui poursuive le travail de M. Sterckx et qui apporte des réponses aux questions que le rapporteur et d' autres personnes ont posées .
('address', 'question')	('address', 'question')	[('address', 'abordions'), ('question', 'question')]	There is a need for us to address the question of funding of pensions .	Il est indispensable que nous abordions la question du financement des pensions .
('make', 'remark')	('make', 'remarks')	[('make', 'faire'), ('remarks', 'remarques')]	I should also like to make a few general remarks .	Je voudrais également faire quelques remarques générales .
('address', 'problem')	('addressing', 'problems')	[('addressing', 'en'), ('addressing', 'se'), ('addressing', 'penchant'), ('addressing', 'sur'), ('problems', 'problèmes')]	It is now a balanced compromise which allows a significant pre-trade transparency requirement to go ahead whilst at the same time addressing some of the practical problems with the original proposal - as Mr Bolkestein says , ' in a pragmatic way ' .	"Il s' agit maintenant d' un compromis équilibré ouvrant la voie à une importante exigence de transparence prénégociation , tout en se penchant , en même temps , sur certains problèmes pratiques de la proposition initiale - comme M. Bolkestein l' a dit : "" avec pragmatisme "" ."
('make', 'remark')	('make', 'remarks')	[('make', 'formuler'), ('remarks', 'remarques')]	Mr President , ladies and gentlemen , after congratulating the rapporteurs on their work , I believe that it is necessary to make some preliminary remarks .	Monsieur le Président , Mesdames et Messieurs , après avoir félicité les rapporteurs pour leur travail , je crois qu' il est nécessaire de formuler quelques remarques préliminaires .
('pose', 'question')	('pose', 'question')	[('question', 'question'), ('pose', 'posée')]	The key question that the petitioners pose is this : does Lloyd 's have the reserves to cover their liabilities , as Directive 73/239/EEC requires ?	La question principale posée par les pétitionnaires est la suivante : la Lloyd's dispose-t -elle des réserves nécessaires pour faire face à ses engagements , comme l' exige la directive 73/239 / CEE ?
('damage', 'confidence')	('damage', 'confidence')	[('confidence', 'confiance'), ('damage', 'endommager')]	We should bear in mind that public information is important if we are going to have public confidence , and the blue flag has gained that confidence : we should be careful not to damage it .	Il convient de se rappeler que l' information publique est importante si nous voulons obtenir la confiance du public , et le pavillon bleu a suscité cette confiance : nous devrions prendre garde à ne pas l' endommager .
('invest', 'money')	('investing', 'money')	[('investing', 'investissons'),('money', 'ressources')]	Mr President , as several people have said , this year is of course the first time that we are working with a budget designed to be activity-based , the idea being that the budget should be far better at reflecting the political priorities and that it should also be easier to see where we are investing our money .	- Monsieur le Président , ainsi que l' ont déclaré plusieurs intervenants , il s' agit naturellement cette année de la première fois que nous traitons d' un budget établi sur la base des activités , l' idée étant que le budget devrait sensiblement mieux refléter les priorités politiques et que nous devrions pouvoir observer plus aisément les domaines dans lesquels nous investissons nos ressources .
('address', 'problem')	('address', 'problems')	[('address', 'tenter'), ('address', 'de'), ('address', 'résoudre'), ('problems', 'problèmes')]	Last year Parliament voted to allocate resources to help address the continuing health problems in the Republic of Belarus as a direct result of the Chernobyl incident of April 1986 .	L' an dernier , le Parlement a décidé d' allouer des fonds pour tenter de résoudre les problèmes sanitaires persistants dans la République du Belarus , une conséquence directe de l' accident de Tchernobyl survenu en avril 1986 .
('address', 'problem')	('address', 'problems')	[('address', 'nous'), ('address', 'attaquer'), ('address', 'aux'), ('problems', 'problèmes')]	We need to address the problems in a country that is going to be on our borders in July next year .	Nous devons nous attaquer aux problèmes de ce pays , avec lequel nous partagerons une frontière en juillet de l' an prochain .
('address', 'problem')	('address', 'problem')	[('problem', 'problème'), ('address', 'résoudre')]	But that is going to be the case if we do not realise what the problem is and how to address it .	Mais c' est ce qui va se passer si nous ne nous rendons pas compte du problème et de la façon dont il faut le résoudre .
('reduce', 'price')	('reduce', 'prices')	[('reduce', 'baisser'), ('prices', 'prix')]	Add to this the fact that our Kyoto CO2 emissions are now at 1990 levels plus 22 % already 10 % over target for 2010 , and the fact that there will be little or no decrease in car prices even if there is a removal or reduction in VRT because car manufacturers have had to reduce their prices to offset our high tax regime - and they will revert their prices if the tax burden is lightened - and you have altogether a very complicated field of play .	Ajoutez à cela que nos émissions de CO 2 définies à Kyoto ont dépassé de 22 % le niveau de 1990 - d' ores et déjà 10 % au-dessus de l' objectif fixé pour 2010 - et le fait qu' une suppression ou une diminution de la taxe d' immatriculation ne réduira que peu , voire pas du tout , le prix des voitures , parce que les constructeurs automobiles ont dû baisser leurs prix pour compenser notre régime de taxation élevé - et qu' ils inverseront leurs prix si les charges fiscales sont allégées - , et vous obtenez une situation très compliquée .
('address', 'problem')	('addressed', 'problem')	[('problem', 'problème'), ('addressed', 'faire'), ('addressed', 'face'), ('addressed', 'au')]	Moreover , the problem of road accidents could be better addressed by other instruments such as speed cameras , fines , education , separate bicycle lanes and so on .	De plus , des instruments plus appropriés pourraient être utilisés pour faire face au problème des accidents de la route , je pense par exemple aux radars , amendes , formations , pistes cyclables séparées , etc. .
