pair	inflected_pair	alignments	Source Language	Target Language
('close', 'case')	('close', 'cases')	[('cases', 'die'), ('cases', 'Beweisaufnahme'), ('close', 'schließen')]	As I have already said , in the interests of greater transparency the Commission is now publishing its decisions to send letters of formal notice , to issue reasoned opinions , to refer cases to the Court or to close or withdraw cases immediately a decision has been taken .	Wie ich bereits erwähnte , veröffentlicht die Kommission jetzt im Interesse einer größeren Transparenz ihre Entscheidungen , Fristsetzungsschreiben zu senden , begründete Stellungnahmen herauszugeben , Fälle an das Gericht zu verweisen , die Beweisaufnahme zu schließen oder einen Fall niederzulegen , sobald diese Entscheidungen gefasst worden sind .
('close', 'case')	('close', 'case')	[('close', 'wird'), ('close', 'geschlossen'), ('case', 'Fall')]	These inquiries are now very close to completion whereupon a decision will be taken , either to close the case or to launch formal infringement proceedings under Article 226 .	Im Anschluss daran wird entschieden , ob der Fall geschlossen oder ein offizielles Vertragsverletzungsverfahren nach Artikel 226 eingeleitet wird .
('follow', 'activity')	('following', 'activity')	[('are', 'NULL'), ('following', 'verfolgen'), ('activity', 'Vorgänge')]	We are following very closely every activity there .	Ich plane derzeit keinen Besuch vor Ort , aber wir verfolgen die Vorgänge im Lande sehr aufmerksam .
('tackle', 'challenge')	('tackling', 'challenge')	[('tackling', 'Handeln'), ('tackling', 'gegen'), ('challenge', 'Bedrohung')]	The decision of Member States to make the Union an area of freedom , security and justice should provide a basis for urgency in tackling a growing terrorist challenge .	Die Entscheidung der Mitgliedstaaten , die Union zu einem Raum der Freiheit , der Sicherheit und des Rechts zu machen , sollte Anlass für rasches Handeln gegen die wachsende Bedrohung durch den Terrorismus sein .
('tackle', 'issue')	('tackle', 'issues')	[('issues', 'Probleme'), ('tackle', 'lösen')]	Those are the critical issues we have to tackle .	Das sind die entscheidenden Probleme , die wir lösen müssen .
('tackle', 'situation')	('tackling', 'situation')	[('tackling', 'wie'), ('situation', 'dieser'), ('situation', 'Situation'), ('tackling', 'abgeholfen'), ('tackling', 'werden'), ('tackling', 'kann')]	Therefore the Commission should give particular attention to ways of tackling this unacceptable situation for women in Europe .	Deshalb sollte die Kommission besondere Aufmerksamkeit darauf verwenden , wie dieser für Frauen in Europa nicht hinnehmbaren Situation abgeholfen werden kann .
('tackle', 'problem')	('tackles', 'problems')	[('tackles', 'Bekämpfung'), ('tackles', 'von'), ('problems', 'problemen')]	Mr President , European policy that tackles environmental problems is justified since air and water pollution are issues which extend across our national borders .	Herr Präsident ! Eine europäische Politik zur Bekämpfung von Umweltproblemen ist gerechtfertigt , da Luft - und Wasserverschmutzung nicht an unseren Landesgrenzen Halt machen .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'Lösung'), ('issue', 'dieses'), ('issue', 'Problems')]	This marks a first step in tackling the issue .	Das ist ein erster Schritt zur Lösung dieses Problems .
('find', 'way')	('find', 'way')	[('find', 'suchen'), ('way', 'nach'), ('way', 'Wegen')]	The problem we are discussing here today and the challenges it involves tell us that Europe now needs to get organised and find a way of achieving what the world needs to achieve .	Das Problem , um das es hier heute geht , und die damit verbundenen Aufgaben machen deutlich , dass Europa gemeinsam systematisch nach Wegen zur Lösung der Probleme der Welt suchen muss .
('find', 'way')	('find', 'way')	[('find', 'nach'), ('find', 'Wegen'), ('find', 'suchen')]	We have to find a way of strengthening the ability of all the European institutions to carry on taking a leading role in international human rights and anti-discrimination work .	Wir müssen nach Wegen suchen , um alle EU-Institutionen besser in die Lage zu versetzen , im internationalen Kampf um die Durchsetzung der Menschenrechte und gegen die Diskriminierung eine führende Rolle zu spielen .
('mount', 'campaign')	('mount', 'campaign')	[('mount', 'führen'), ('campaign', 'Kampf')]	Commissioner , the European Union is facing several major challenges , which it will have to meet as quickly as possible if it wants to mount an effective , coherent and long-term campaign against terrorism , with particular reference to breaking up the terrorist networks .	Herr Kommissar , die Europäische Union steht vor mehreren bedeutenden Herausforderungen , die es schnellsten aufzunehmen gilt , wenn sie einen wirksamen , kohärenten und langfristigen politischen Kampf gegen den Terrorismus und - wie ich hervorheben möchte - zur Zerschlagung der terroristischen Netzwerke führen will .
('drop', 'rate')	('dropped', 'rate')	[('has', 'hat'), ('dropped', 'gesenkt'), ('rate', 'Tagesgeldsatz'), ]	The US Federal Reserve has now dropped the federal funds rate to 2.5 % - a 39-year low .	Die amerikanische Notenbank hat nun den Tagesgeldsatz auf 2,5 % gesenkt , das ist der tiefste Stand seit 39 Jahren .
('tackle', 'problem')	('tackling', 'problem')	[('tackling', 'Bewältigung'), ('problem', 'dieses'), ('problem', 'Problems')]	His call for the EU to devote 10 % of our development aid to tackling this problem , his emphasis on preventative action with the 15-24 year-old age group in relation to AIDS , and his proposal for a global fund for infectious diseases and the establishment of an EU research agency should be the cornerstone of any new EU policy in this area .	Seine Forderung an die EU , 10 % unserer Entwicklungshilfe zur Bewältigung dieses Problems zu verwenden , die Betonung der Prävention in Bezug auf Aids bei den 15-24-Jährigen und sein Vorschlag für einen weltweiten Fond für übertragbare Krankheiten sowie die Einrichtung einer Forschungsagentur der EU sollten die Eckpunkte jeder neuen EU-Politik auf diesem Gebiet sein .
('tackle', 'problem')	('tackled', 'problems')	[('be', 'werden'), ('problems', 'probleme'), ('tackled', 'etwas'), ('tackled', 'gegen'), ('tackled', 'unternommen')]	We acknowledge that there are human rights problems in that country to be tackled , but we welcome its partnership in the fight against terrorism .	Wir müssen zugeben , dass es in diesem Land Menschrechtsprobleme gibt , gegen die etwas unternommen werden muss , aber wir begrüßen seine Partnerschaft im Kampf gegen den Terrorismus .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'Abhilfe'), ('tackle', 'schaffen'), ('problem', 'NULL')]	The Commission has been implementing measures since May of last year to tackle this problem .	Seit Mai vergangenen Jahres unternimmt die Kommission Schritte , um Abhilfe zu schaffen .
('tackle', 'point')	('tackled', 'point')	[('has', 'NULL'), ('been', 'NULL'), ('tackled', 'Herangehensweise'), ('point', 'Herangehensweise')]	By giving those setting up the teams the discretion to determine their composition and to express objections when necessary , it seems to me that this point has been tackled very effectively .	Die Verantwortlichen für die Bildung dieser Gruppen haben bei der Festlegung ihrer Zusammensetzung freie Hand und können gegebenenfalls Einwände geltend machen , und das scheint mir eine sehr effektive Herangehensweise zu sein .
('find', 'way')	('finding', 'way')	[('finding', 'NULL'), ('way', 'auf'), ('way', 'die'), ('way', 'Weise')]	It is a question of finding the best possible way to alleviate the effects of what I believe to be , if you pardon the expression , the chronicle of a death foretold .	Es geht darum , auf die bestmögliche Weise das abzufedern , was ich - verzeihen Sie den Ausdruck - als die Chronik eines angekündigten Todes ansehe .
('find', 'way')	('finding', 'way')	[('are', 'NULL'), ('finding', 'es'), ('way', 'gelingt'), ('finding', 'uns')]	Perhaps we are finding a way of having a more civilised relationship with the NGOs than was evident in Seattle and Genoa ?	Vielleicht gelingt es uns , eine zivilisiertere Beziehung zu den NRO aufzubauen , als dies in Seattle und Genua der Fall war .
('tackle', 'problem')	('tackling', 'problems')	[('tackling', 'es'), ('tackling', 'geht'), ('tackling', 'um'), ('problems', 'Probleme')]	We have been to the fore with in bringing forward innovative programmes tackling common diseases such as cancer , biological hazards , risks to food and food safety , and also the ongoing problems of BSE and foot-and-mouth disease .	Wir haben innovative Programme eingeleitet , in denen es um weit verbreitete Krankheiten wie Krebs , biologische Gefahren , Risiken für unsere Lebensmittel und die Lebensmittelsicherheit sowie um Probleme im Zusammenhang mit dem Rinderwahn und der Maul - und Klauenseuche geht .
('find', 'way')	('find', 'way')	[('find', 'zu'), ('find', 'finden'), ('way', 'Weg')]	Mr Lagendijk and Mrs Morgantini and others spoke about the moving speeches that we had heard this morning about the sacrifice of the next generation because the present generation can not find a way of living peacefully together .	Herr Lagendijk , Frau Morgantini und andere äußerten sich zu den bewegenden Redebeiträgen von heute Morgen , in denen darauf hingewiesen wurde , dass die nächste Generation geopfert wird , weil es der heute lebenden Generation nicht gelingt , einen Weg zu einem friedlichen Miteinander zu finden .
('find', 'way')	('found', 'way')	[('be', 'werden'), ('way', 'Ausweg'), ('found', 'gefunden')]	We clearly state that under no circumstances should the Palestinian Authority or its presidency be harmed or targeted if a way out of this crisis is to be found .	Wir erklären unmissverständlich , dass der Palästinensischen Autonomiebehörde oder ihrem Präsidenten unter keinen Umständen Schaden zugefügt werden darf und dass sie nicht zum Ziel von Angriffen werden dürfen , wenn ein Ausweg aus der Krise gefunden werden soll .
('close', 'debate')	('closed', 'debate')	[('is', 'ist'), ('debate', 'Debatte'), ('closed', 'beendet')]	Mr President , I understand that the debate is closed , but I am here and I am ready to continue .	Herr Präsident , mir ist klar , dass die Debatte beendet ist , aber ich bin hier und bin bereit , sie fortzusetzen .
('tackle', 'matter')	('tackle', 'matter')	[('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'nehmen'), ('matter', 'Sache')]	I can only hope that the Commission and the Spanish presidency acting together will begin to tackle this very important matter in the months ahead .	Ich kann nur hoffen , dass die Kommission und der spanische Ratsvorsitz in den nächsten Monaten diese wichtige Sache gemeinsam in Angriff nehmen .
('tackle', 'problem')	('tackle', 'problem')	[('problem', 'des'), ('problem', 'Problems'), ('tackle', 'Lösung')]	In a broader framework , it is crucial to ensure a swift ratification and a coordinated implementation of the UN Palermo Convention against transnational organised crime and its two protocols on trafficking and smuggling , which now form the basis for a global recognition of the problem and a stronger approach to tackle it .	In einem umfassenderen Rahmen ist es von entscheidender Bedeutung sicherzustellen , dass die Palermo-Konvention der UNO gegen die grenzüberschreitende organisierte Kriminalität und ihre beiden Protokolle über Menschenhandel und Menschenschmuggel , die nunmehr die Basis für eine globale Anerkennung des Problems und ein strengeres Herangehen an seine Lösung darstellen , schnell ratifiziert und auf koordinierte Weise umgesetzt werden .
('tackle', 'problem')	('tackling', 'problems')	[('is', 'NULL'), ('tackling', 'geht'), ('tackling', 'an'), ('problems', 'Probleme')]	This has given rise to frustration , but Commissioner Nielson is tackling these problems with some vigour .	Dadurch ist es zu Enttäuschungen gekommen , aber Kommissar Nielson geht diese Probleme entschlossen an .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Möglichkeit')]	More damage to the environment will probably be done and we have to find a way , without being culturally imperialist about it , to ensure that rapid economic development in the countries of eastern and central Europe does not damage the environment , particularly the natural environment , in the new Member States .	Dies führt zu gewaltigeren Umweltschäden , und wir müssen , ohne dabei einen Kulturimperialismus an den Tag zu legen , eine Möglichkeit finden , zu gewährleisten , dass ein schnelles Wirtschaftswachstum in den Ländern Mittel - und Osteuropas nicht Schäden an der Umwelt sowie insbesondere an der natürlichen Umwelt in den neuen Mitgliedstaaten nach sich zieht .
('find', 'way')	('found', 'way')	[('be', 'werden'), ('way', 'Weg'), ('found', 'gefunden')]	The British government made a similar declaration in June 1999 hoping that a way could be found to get agreement on the inclusion of terrorist acts in the future .	Die Britische Regierung verabschiedete im Juni 1999 eine ähnliche Erklärung in der Hoffnung , dass für die Zukunft ein Weg gefunden werden könne , um eine Übereinkunft zur Einbeziehung von Terroranschlägen in die Bestimmung zu erzielen .
('find', 'way')	('finding', 'way')	[('finding', 'gefunden'), ('finding', 'werden'), ('way', 'Weg')]	This means , in Barcelona , agreeing important economic reforms , finding the way towards reform of the common agricultural policy , and moving towards reforms of our institutions .	Das heißt , dass in Barcelona wichtige Wirtschaftsreformen beschlossen werden müssen , dass ein Weg zur Reform unserer Gemeinsamen Agrarpolitik gefunden werden muss und dass wir die Reform unserer Organe vorantreiben müssen .
('find', 'way')	('find', 'ways')	[('find', 'finden'), ('ways', 'Wege')]	We all accept the need to support farming in rural communities , but we have to find different crops and different ways of supporting them in the future .	Wir alle akzeptieren die notwendigen Agrarhilfen in ländlichen Gemeinden , aber wir müssen in Zukunft andere Kulturen und andere Wege der Unterstützung finden .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Weg')]	It is very difficult to find a subject which does not fall under those three but , in the light of the way in which this has been prepared , we in this House and our committees will find the right way in debates to put forward where we think the priorities lie .	Es ist sehr schwierig , ein Thema zu finden , das nicht unter diese drei großen Überschriften fällt , aber so , wie das vorbereitet worden ist , werden wir in Aussprachen im Parlament und in unseren Ausschüssen den richtigen Weg finden , kundzutun , wo unserer Ansicht nach die Prioritäten liegen .
('tackle', 'problem')	('tackling', 'problem')	[('are', 'NULL'), ('tackling', 'uns'), ('tackling', 'mit'), ('problem', 'dem'), ('problem', 'Problem'), ('tackling', 'befassen'),]	Let me briefly recall why we are tackling the specific problem of electrical and electronic waste .	Ich darf Sie kurz daran erinnern , weshalb wir uns mit dem speziellen Problem der Elektro - und Elektronik-Altgeräte befassen .
('tackle', 'issue')	('tackling', 'issue')	[('tackling', 'Lösung'), ('tackling', 'gefunden'), ('tackling', 'wird'), ('tackling', 'in'), ('issue', 'der'), ('issue', 'Sprachenfrage')]	Not radically tackling the language issue now will only get worse after enlargement when there are 40 million Polish speakers who also want their language to be given the same priority as , say , Italian or Spanish .	Wenn in der Sprachenfrage jetzt keine radikale Lösung gefunden wird , verschärft sich dieses Problem nach der Erweiterung nur noch , wenn 40 Millionen Polnisch sprechender Menschen erwarten , dass ihrer Sprache dieselbe Priorität eingeräumt wird wie zum Beispiel dem Italienischen oder Spanischen .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Lösung')]	So it is quite an important question to try and find a way of dealing with the whole market in a way that is sensitive to both sources of production .	Es ist also recht wichtig , eine Lösung für den Markt insgesamt zu finden , die beide Ursprungsarten berücksichtigt .
('find', 'way')	('find', 'ways')	[('find', 'finden'), ('ways', 'Wege')]	Our ongoing efforts will be particularly important because the future convergence of the media - television , computers , the Internet - will mean that we will have to find new ways to really guarantee that young people and human dignity will be protected .	Diese weiteren Arbeiten sind deshalb besonders wichtig , weil wir durch das Zusammenwachsen der Medien - Fernsehen , Computer , Internet - in Zukunft auch neue Wege finden müssen , um auch künftig tatsächlich Jugendschutz und Schutz der Menschenwürde zu gewährleisten .
('tackle', 'issue')	('tackled', 'issue')	[('will', 'wird'), ('be', 'NULL'), ('tackled', 'behandelt'), ('issue', 'problematik')]	The Commission is finalising a draft regulation on official feed and food controls , in which the issue of sanctions will be tackled .	Die Kommission arbeitet zurzeit an einem Verordnungsentwurf zu amtlichen Futter - und Nahrungsmittelkontrollen , in dem auch die Sanktionsproblematik behandelt wird .
('tackle', 'challenge')	('tackle', 'challenges')	[('tackle', 'die'), ('tackle', 'Bewältigung'), ('challenges', 'der'), ('challenges', 'Aufgaben')]	Albania needs to ensure long-term political stability as a sine qua non to tackle the difficult challenges ahead .	Für Albanien bildet langfristige politische Stabilität die grundlegende Voraussetzung für die Bewältigung der erforderlichen Aufgaben .
('break', 'cycle')	('break', 'cycle')	[('cycle', 'Teufelskreis'), ('break', 'durchbrechen')]	That in turn leads to low-income countries , which leads to malnutrition , and that is the cycle we want to break .	Das wiederum führt zu niedrigem Einkommen , was Unterernährung zur Folge hat , und das ist der Teufelskreis , den wir durchbrechen wollen .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'lösen'), ('issue', 'Problem')]	And , in the meantime , consumers across the European Union will have to pay , as they have always done , and as they will continue to do unless we tackle the issue of the cartel .	Und in der Zwischenzeit müssen die Verbraucher in der Europäischen Union zahlen , wie sie es immer getan haben und auch weiterhin tun werden , wenn wir das Problem der Kartelle nicht lösen .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'anzugehen'), ('issue', 'Frage')]	Everybody will agree that political violence should be overcome by political means but could the rapporteur tell me how I , as an individual Member , can put this internal European Union question on to the agenda of this House to tackle this urgent and important issue ?	Jeder wird zustimmen , dass politische Gewalt mit politischen Mitteln überwunden werden muss , doch kann mir der Berichterstatter sagen , wie ich als einzelner Abgeordneter diese interne Frage der Europäischen Union auf die Tagesordnung dieses Hohen Hauses setzen kann , um diese dringende und wichtige Frage anzugehen ?
('tackle', 'issue')	('tackled', 'issue')	[('was', 'ist'), ('was', 'worden'), ('issue', 'Frage'), ('tackled', 'angesprochen')]	The issue of human rights and missing persons was tackled , but unfortunately , taking into account the brevity of the meeting , too briefly .	Die Frage der Menschenrechte und der Vermissten ist angesprochen worden , angesichts der Kürze des Treffens jedoch leider nur zu knapp .
('tackle', 'issue')	('tackle', 'issue')	[('issue', 'dem'), ('issue', 'Problem'), ('tackle', 'stellen')]	Sooner or later , we have to tackle , within this general issue of allergies and labelling , the issue of a special interest which has always stood in the way of accurate labelling of some products and of applying the same provisions to all products .	Früher oder später müssen wir uns bei der Auseinandersetzung mit Allergien im Kontext der Etikettierung dem Problem der speziellen Interessen stellen , an dem bisher die exakte Etikettierung einiger Produkte sowie die einheitliche Anwendung der Bestimmungen gescheitert ist .
('tackle', 'issue')	('tackle', 'issues')	[('tackle', 'anstehenden'), ('issues', 'Themen')]	While we understand and appreciate that many issues we tackle over the next few months will be very difficult , please do not let us delay .	Wir sind uns zwar darüber im Klaren und erkennen an , dass viele der in den nächsten Monaten anstehenden Themen äußerst schwierig sind , aber wir bitten Sie , keine Verzögerungen entstehen zu lassen .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'einen'), ('way', 'Weg')]	We must face up to the huge number of farmers in these enlargement states and we must find some way of helping them to restructure their agriculture as and when they come into Europe .	Wir müssen uns darüber im Klaren sein , dass die Zahl der Landwirte in diesen Beitrittsländern hoch ist , und wir müssen einen Weg finden , um ihnen bei der Umstrukturierung ihrer Landwirtschaft zu helfen , wenn sie nach Europa kommen .
('tackle', 'issue')	('tackle', 'issue')	[('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'nehmen'), ('issue', 'das'), ('issue', 'Problem')]	But - and this is a crucial issue she did not mention - it allows the industry , and everyone else involved , to tackle the issue on a broad front because we know that simply making the front end of cars more resilient in the event of a crash is a second option .	Aber und das ist ein entscheidender Punkt , den sie nicht erwähnt hat , es wird der Industrie und jedem Beteiligten Gelegenheit geben , das Problem auf breiter Front in Angriff zu nehmen , denn wir wissen , dass lediglich flexiblere Fahrzeugfronten bei einem Zusammenprall eine sekundäre Option sind .
('tackle', 'problem')	('tackled', 'problem')	[('tackled', 'gegen'), ('problem', 'Problem'), ('tackled', 'etwas'), ('tackled', 'unternommen'), ('be', 'werden'), ('tackled', 'muss')]	It is very clear that the problem of illegal immigration in Europe is one that needs to be tackled and I welcome the agreement reached by our leaders to intensify their coordinating efforts at sea and land borders to halt illegal immigration into the Union .	Es liegt auf der Hand , dass die illegale Einwanderung ein Problem darstellt , gegen das etwas unternommen werden muss , und ich begrüße die von unseren Staats - und Regierungschefs erzielte Vereinbarung zur Intensivierung der Koordinierungsbemühungen , um der illegalen Einwanderung in die Europäische Union auf dem Wasser - und Landweg Einhalt zu gebieten .
('shape', 'outcome')	('shaping', 'outcome')	[('shaping', 'zu'), ('outcome', 'diesem'), ('outcome', 'Ergebnis'), ('shaping', 'beigetragen')]	However , it has to be recognised that the factors which contributed to shaping this outcome could not be controlled by the ECB .	Dabei ist jedoch zu berücksichtigen , dass sich die Faktoren , die zu diesem Ergebnis beigetragen haben , der Kontrolle durch die EZB entzogen .
('find', 'way')	('find', 'way')	[('find', 'Suche'), ('find', 'nach'), ('way', 'einer'), ('way', 'Lösung')]	We must be serious when we say we must find a way of solving that .	Wir dürfen die Suche nach einer Lösung für diese Probleme nicht auf die leichte Schulter nehmen .
('find', 'way')	('find', 'ways')	[('find', 'finden'), ('ways', 'Methoden')]	In the years when I had something to do with this in an academic capacity , it was notorious that it was extremely difficult within the sociology of law to find reliable ways of assessing the impact of legislation which was in force .	In den Jahren , in denen ich während meiner akademischen Tätigkeit mit dieser Frage zu tun hatte , war allgemein bekannt , dass es innerhalb der Rechtssoziologie außerordentlich schwierig ist , zuverlässige Methoden zur Bewertung der Auswirkungen bestehender Rechtsvorschriften zu finden .
('tackle', 'problem')	('tackling', 'problems')	[('tackling', 'Lösung'), ('problems', 'der'), ('problems', 'probleme')]	We strongly believe that multilateral arrangements and conventions , the UN , the G8 , the OSCE and others are the key to tackling the security , development and environmental problems which confront the world .	Wir sind davon überzeugt , dass multilaterale Vereinbarungen und Übereinkommen , die UN , die G8 , die OSZE und andere , der Schlüssel zur Lösung der Sicherheits - , Entwicklungs - und Umweltprobleme in der Welt sind .
('tackle', 'problem')	('tackling', 'problems')	[('tackling', 'Anpacken'), ('problems', 'der'), ('problems', 'probleme')]	In the EU , we know how much more we can achieve by pooling our resources and setting common standards and by tackling together environmental problems which have cross-border implications .	Wir in der EU wissen , wie viel mehr wir durch Zusammenlegen unserer Ressourcen und Festlegung gemeinsamer Standards sowie durch gemeinsames Anpacken der Umweltprobleme mit grenzüberschreitenden Auswirkungen erreichen können .
('tackle', 'problem')	('tackle', 'problems')	[('tackle', 'Maßnahmen'), ('problems', 'Problemen')]	Openness about those problems and the measures taken to tackle them will make us better able to reassure the doubters .	Durch einen offenen Umgang mit diesen Problemen und den diesbezüglich eingeleiteten Maßnahmen werden wir die Zweifler besser überzeugen können .
('tackle', 'problem')	('tackle', 'problem')	[('tackle', 'anzugehen'), ('problem', 'das'), ('problem', 'Problem')]	After the successful conclusion of the Kyoto conference in Bonn , the Commissioner told the press that we could now tell our grandchildren that we did something to tackle the problem of climate change .	Nach dem erfolgreichen Abschluss der Kyoto-Konferenz in Bonn äußerte das Kommissionsmitglied vor der Presse , nun könnten wir unseren Enkeln sagen , wir hätten etwas getan , um das Problem der Klimaänderung anzugehen .
('tackle', 'issue')	('tackle', 'issues')	[('issues', 'Probleme'), ('tackle', 'in'), ('tackle', 'Angriff'), ('tackle', 'nehmen')]	So both are issues we must try to tackle at the same time .	Wir müssen also versuchen , beide Probleme gleichzeitig in Angriff zu nehmen .
('tackle', 'challenge')	('tackling', 'challenge')	[('tackling', 'Bekämpfung'), ('challenge', 'der'), ('challenge', 'Geißel')]	The European Union must demonstrate that it can achieve the same vision , imagination and commitment by significantly raising its own financial contribution and offering real European leadership in tackling the most devastating global challenge of our times .	Die Europäische Union muss beweisen , dass sie diese Vision teilt und über ebenso viel Phantasie und Engagement verfügt , indem sie ihren finanziellen Beitrag drastisch anhebt und bei der Bekämpfung der schlimmsten Geißel unserer Zeit eine führende Rolle übernimmt .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Wege')]	As regards benchmarking , you are right that perhaps we could find a better way to enforce the procedure .	Was das Benchmarking betrifft , so stimme ich Ihnen zu . Wir könnten tatsächlich bessere Wege zur Durchsetzung des Verfahrens finden .
('tackle', 'issue')	('tackled', 'issue')	[('was', 'wurde'), ('issue', 'dieses'), ('issue', 'Thema'), ('tackled', 'angesprochen')]	As Mr Pérez Álvarez has pointed out this evening , the issue was also tackled in the framework of the directive on temporary and mobile work sites , but in a fairly limited way .	Wie Herr Pérez Álvarez heute Abend feststellte , wurde dieses Thema auch im Rahmen der Richtlinie über zeitlich begrenzte und ortsveränderliche Baustellen angesprochen , allerdings in recht begrenzter Form .
('attack', 'cause')	('attacking', 'causes')	[('attacking', 'Bekämpfung'), ('causes', 'der'), ('causes', 'ursachen')]	Why have we not identified the country-specific problems , so that we can focus our aid on attacking the causes of poverty ?	Warum haben wir die länderspezifischen Probleme nicht erkannt , um so unsere Hilfe auf die Bekämpfung der Armutsursachen konzentrieren zu können ?
('find', 'way')	('found', 'ways')	[('be', 'NULL'), ('ways', 'Wege'), ('found', 'finden')]	Iran needs to understand that Europe is extending the hand of friendship and that ways can be found to live together without Iran losing either its identity or its opposition to the worst of Western values .	Der Iran muss begreifen , dass Europa die Hand zur Freundschaft ausstreckt und dass man Wege des Zusammenlebens finden kann , ohne dass das Land seine Identität oder seine Ablehnung der schlimmsten westlichen Werte aufgeben muss .
('tackle', 'issue')	('tackled', 'issue')	[('be', 'werden'), ('issue', 'dieses'), ('issue', 'Problem'), ('tackled', 'bewältigt')]	Could the Commissioner tell us how that issue is going to be tackled ?	Könnten Sie uns mitteilen , wie dieses Problem bewältigt werden soll ?
('tackle', 'problem')	('tackled', 'problems')	[('have', 'NULL'), ('tackled', 'in'), ('tackled', 'Angriff'), ('tackled', 'genommen'), ('problems', 'Probleme')]	The Commissioner 's powerful leadership has accepted no obstacle that would delay enlargement and he and his team have successfully tackled and overcome immense and daunting problems and have brought us to the happy position we enjoy today .	Unter der entschlossenen Führung des Kommissars wurden sämtliche Hindernisse , die die Erweiterung verzögern könnten , überwunden . Gemeinsam mit seinen Kollegen hat er riesige und schier unlösbare Probleme erfolgreich in Angriff genommen und gelöst , so dass wir der Erweiterung heute froh und zuversichtlich entgegensehen können .
('find', 'way')	('find', 'way')	[('find', 'finden'), ('way', 'Vorgehensweisen')]	To this I would like to say that CESAR is a new organisation which needs time to develop itself and to find a proper way of acting .	Dazu möchte ich sagen , dass der CESR eine neue Einrichtung ist , die Zeit braucht , um sich zu entwickeln und geeignete Vorgehensweisen zu finden .
('close', 'case')	('closed', 'cases')	[('have', 'werden'), ('been', 'werden'), ('cases', 'Fälle'), ('closed', 'abgeschlossen')]	We have been actively pursuing these cases and therefore four out of the nine cases presented in the report have already been successfully closed .	Wir sind diesen Fällen intensiv nachgegangen , so dass vier der neun im Bericht erwähnten Fälle bereits erfolgreich abgeschlossen werden konnten .
('tackle', 'matter')	('tackle', 'matters')	[('tackle', 'uns'), ('tackle', 'annehmen'), ('matters', 'dieser'), ('matters', 'Probleme')]	Instead , we need to tackle these matters as individual states and take tougher measures to discourage traffickers and bogus asylum seekers .	Stattdessen müssen wir uns dieser Probleme auf einzelstaatlicher Ebene annehmen und strengere Maßnahmen zur Abschreckung von Menschenhändlern und Scheinasylanten ergreifen .
('find', 'way')	('find', 'way')	[('find', 'suchen'), ('find', 'nach'), ('way', 'einem'), ('way', 'Weg')]	I am very pleased that the European Parliament supports this approach , even though we have yet to find a satisfactory way of involving Parliament more in the open method of coordination .	Es freut mich sehr , dass das Europäische Parlament diesen Ansatz unterstützt , wenngleich wir noch nach einem zufrieden stellenden Weg der stärkeren Einbeziehung des Parlaments in die Methode der offenen Koordinierung suchen .
('find', 'way')	('find', 'way')	[('will', 'wird'), ('find', 'finden'), ('way', 'Möglichkeiten')]	I hope that the Commission will look at that and find a way of engaging them more coherently in EU activities .	Ich hoffe , die Kommission wird dies prüfen und Möglichkeiten für deren besser abgestimmte Einbindung in EU-Aktivitäten finden .
('tackle', 'problem')	('tackles', 'problem')	[('tackles', 'NULL'), ('problem', 'NULL')]	We can learn how the United States tackles this problem , in relation not only to prevention - it saves some USD 6 billion per year by preventing incidents like this - but to its response when incidents do happen .	Wir können in diesem Punkt von den USA lernen , und zwar nicht nur in Bezug auf die Vermeidung - die USA sparen jährlich ca. 6 Milliarden Dollar durch die Vermeidung derartiger Havarien ein - sondern auch in Bezug auf deren Bekämpfungsstrategie .
('find', 'way')	('find', 'ways')	[('find', 'uns'), ('find', 'bemüht'), ('find', 'um'), ('ways', 'Möglichkeiten')]	In short , we have gone a very long way to find creative ways to improve Kosovo 's economic situation and we will continue to do so .	Kurz gesagt , haben wir uns intensiv und mit Erfolg um kreative Möglichkeiten zur Verbesserung der Wirtschaftslage im Kosovo bemüht und werden dies auch weiterhin tun .
('find', 'way')	('find', 'way')	[('find', 'suchen'), ('find', 'nach'), ('way', 'Lösungen')]	So we need to find a sustainable way of keeping people active and healthy for as long as possible .	Wir müssen also nach nachhaltigen Lösungen suchen , die den Menschen möglichst lange ein aktives und gesundes Leben ermöglichen .
